cycle_count,avg_depth_of_discharge,avg_operating_temp_c,soh_percent
136,0.731,27.2,98.01
273,0.731,27.2,95.85
409,0.731,27.2,94.28
546,0.731,27.2,91.48
683,0.731,27.2,89.33
819,0.731,27.2,87.34
956,0.731,27.2,85.11
1093,0.731,27.2,82.95
1229,0.731,27.2,81.35
1366,0.731,27.2,78.46
1503,0.731,27.2,75.22
0,0.709,29.3,100.0
159,0.709,29.3,97.76
319,0.709,29.3,95.15
479,0.709,29.3,92.56
639,0.709,29.3,90.17
799,0.709,29.3,87.11
959,0.709,29.3,84.29
1119,0.709,29.3,82.98
1279,0.709,29.3,78.94
1439,0.709,29.3,76.49
1599,0.709,29.3,73.17
1759,0.709,29.3,70.97
0,0.482,25.9,100.0
192,0.482,25.9,98.04
384,0.482,25.9,94.91
577,0.482,25.9,93.79
769,0.482,25.9,90.31
961,0.482,25.9,88.82
1154,0.482,25.9,86.16
1346,0.482,25.9,83.51
1538,0.482,25.9,80.5
1731,0.482,25.9,78.32
1923,0.482,25.9,75.56
2116,0.482,25.9,73.17
0,0.605,14.7,100.0
62,0.605,14.7,99.4
125,0.605,14.7,98.63
188,0.605,14.7,97.96
251,0.605,14.7,97.63
314,0.605,14.7,96.52
376,0.605,14.7,95.39
439,0.605,14.7,95.65
502,0.605,14.7,95.01
565,0.605,14.7,94.07
628,0.605,14.7,93.05
691,0.605,14.7,92.79
0,0.386,21.8,100.0
141,0.386,21.8,98.58
282,0.386,21.8,97.17
424,0.386,21.8,96.58
565,0.386,21.8,94.57
707,0.386,21.8,93.09
848,0.386,21.8,91.36
990,0.386,21.8,89.78
1131,0.386,21.8,87.72
1273,0.386,21.8,87.31
1414,0.386,21.8,85.6
1556,0.386,21.8,83.85
0,0.625,34.2,99.46
165,0.625,34.2,97.27
330,0.625,34.2,94.38
495,0.625,34.2,92.63
660,0.625,34.2,89.5
825,0.625,34.2,85.57
991,0.625,34.2,82.91
1156,0.625,34.2,80.48
1321,0.625,34.2,77.44
1486,0.625,34.2,74.19
1651,0.625,34.2,72.37
1817,0.625,34.2,68.81
0,0.735,24.2,99.87
153,0.735,24.2,97.86
306,0.735,24.2,95.99
460,0.735,24.2,92.95
613,0.735,24.2,91.8
766,0.735,24.2,88.99
920,0.735,24.2,87.03
1073,0.735,24.2,83.85
1226,0.735,24.2,81.53
1380,0.735,24.2,79.05
1533,0.735,24.2,77.14
1687,0.735,24.2,74.65
0,0.566,21.9,99.56
58,0.566,21.9,99.37
117,0.566,21.9,98.57
176,0.566,21.9,97.81
235,0.566,21.9,97.9
294,0.566,21.9,96.63
353,0.566,21.9,96.39
412,0.566,21.9,95.05
471,0.566,21.9,94.6
530,0.566,21.9,93.77
589,0.566,21.9,92.47
648,0.566,21.9,92.83
0,0.626,34.2,99.94
173,0.626,34.2,97.04
346,0.626,34.2,94.94
519,0.626,34.2,91.69
692,0.626,34.2,88.75
865,0.626,34.2,86.09
1039,0.626,34.2,82.97
1212,0.626,34.2,79.77
1385,0.626,34.2,75.92
1558,0.626,34.2,73.07
1731,0.626,34.2,69.84
1905,0.626,34.2,67.3
0,0.681,19.3,99.93
60,0.681,19.3,98.82
121,0.681,19.3,98.61
182,0.681,19.3,97.32
243,0.681,19.3,97.34
304,0.681,19.3,96.53
365,0.681,19.3,96.3
426,0.681,19.3,95.16
487,0.681,19.3,93.94
548,0.681,19.3,93.6
609,0.681,19.3,92.04
670,0.681,19.3,91.4
0,0.71,13.9,99.64
42,0.71,13.9,99.63
85,0.71,13.9,98.76
127,0.71,13.9,98.84
170,0.71,13.9,98.23
212,0.71,13.9,98.25
255,0.71,13.9,97.28
297,0.71,13.9,96.54
340,0.71,13.9,96.23
382,0.71,13.9,95.37
425,0.71,13.9,95.49
468,0.71,13.9,95.06
0,0.98,24.6,99.91
51,0.98,24.6,99.02
103,0.98,24.6,98.45
155,0.98,24.6,97.64
206,0.98,24.6,96.62
258,0.98,24.6,96.13
310,0.98,24.6,94.63
362,0.98,24.6,94.28
413,0.98,24.6,93.22
465,0.98,24.6,92.1
517,0.98,24.6,91.07
569,0.98,24.6,91.09
0,0.503,31.1,100.0
62,0.503,31.1,99.56
125,0.503,31.1,98.19
188,0.503,31.1,97.76
250,0.503,31.1,96.83
313,0.503,31.1,95.69
376,0.503,31.1,95.26
439,0.503,31.1,94.24
501,0.503,31.1,93.31
564,0.503,31.1,92.32
627,0.503,31.1,91.58
690,0.503,31.1,90.61
0,0.661,24.5,100.0
164,0.661,24.5,97.55
329,0.661,24.5,95.82
493,0.661,24.5,93.27
658,0.661,24.5,91.66
822,0.661,24.5,88.37
987,0.661,24.5,86.03
1151,0.661,24.5,83.54
1316,0.661,24.5,81.56
1480,0.661,24.5,78.53
1645,0.661,24.5,76.38
1810,0.661,24.5,73.32
0,0.693,25.5,100.0
149,0.693,25.5,97.56
299,0.693,25.5,96.17
448,0.693,25.5,93.47
598,0.693,25.5,92.05
747,0.693,25.5,89.52
897,0.693,25.5,86.63
1046,0.693,25.5,84.38
1196,0.693,25.5,82.6
1345,0.693,25.5,79.98
1495,0.693,25.5,77.68
1645,0.693,25.5,75.83
0,0.515,29.6,100.0
65,0.515,29.6,99.51
131,0.515,29.6,98.32
196,0.515,29.6,97.42
262,0.515,29.6,96.03
327,0.515,29.6,95.39
393,0.515,29.6,94.97
458,0.515,29.6,93.92
524,0.515,29.6,93.07
589,0.515,29.6,92.5
655,0.515,29.6,90.8
721,0.515,29.6,90.2
0,0.684,24.1,100.0
170,0.684,24.1,97.92
341,0.684,24.1,96.09
512,0.684,24.1,92.53
683,0.684,24.1,90.59
854,0.684,24.1,88.24
1024,0.684,24.1,85.29
1195,0.684,24.1,83.18
1366,0.684,24.1,80.14
1537,0.684,24.1,78.2
1708,0.684,24.1,75.75
1879,0.684,24.1,72.88
0,0.316,22.2,100.0
69,0.316,22.2,99.44
138,0.316,22.2,97.88
207,0.316,22.2,98.63
276,0.316,22.2,97.6
345,0.316,22.2,96.62
415,0.316,22.2,96.6
484,0.316,22.2,95.35
553,0.316,22.2,94.69
622,0.316,22.2,94.39
691,0.316,22.2,94.22
761,0.316,22.2,93.48
0,0.715,32.2,99.56
128,0.715,32.2,98.23
257,0.715,32.2,95.6
386,0.715,32.2,93.76
515,0.715,32.2,91.33
644,0.715,32.2,89.31
773,0.715,32.2,86.88
902,0.715,32.2,83.45
1031,0.715,32.2,82.25
1160,0.715,32.2,80.07
1289,0.715,32.2,77.64
1418,0.715,32.2,75.08
0,0.946,31.2,100.0
162,0.946,31.2,97.42
324,0.946,31.2,94.02
487,0.946,31.2,90.32
649,0.946,31.2,86.49
812,0.946,31.2,83.81
974,0.946,31.2,80.88
1137,0.946,31.2,77.07
1299,0.946,31.2,74.05
1462,0.946,31.2,70.35
1624,0.946,31.2,67.28
1787,0.946,31.2,63.23
0,0.734,32.5,99.4
196,0.734,32.5,96.65
392,0.734,32.5,93.7
588,0.734,32.5,90.44
784,0.734,32.5,86.43
980,0.734,32.5,82.64
1176,0.734,32.5,79.36
1372,0.734,32.5,75.73
1568,0.734,32.5,71.6
1764,0.734,32.5,68.12
1960,0.734,32.5,64.67
2156,0.734,32.5,61.16
0,0.784,29.3,99.98
89,0.784,29.3,98.85
179,0.784,29.3,97.16
269,0.784,29.3,95.77
359,0.784,29.3,93.82
449,0.784,29.3,93.1
538,0.784,29.3,90.71
628,0.784,29.3,89.39
718,0.784,29.3,88.0
808,0.784,29.3,87.07
898,0.784,29.3,84.63
988,0.784,29.3,82.94
0,0.551,40.6,99.65
128,0.551,40.6,98.87
256,0.551,40.6,95.88
384,0.551,40.6,93.0
512,0.551,40.6,91.04
640,0.551,40.6,88.71
769,0.551,40.6,86.58
897,0.551,40.6,84.52
1025,0.551,40.6,81.59
1153,0.551,40.6,78.82
1281,0.551,40.6,76.83
1410,0.551,40.6,73.83
0,0.464,16.7,99.45
48,0.464,16.7,99.28
97,0.464,16.7,98.74
145,0.464,16.7,98.82
194,0.464,16.7,97.83
243,0.464,16.7,96.69
291,0.464,16.7,96.96
340,0.464,16.7,96.68
389,0.464,16.7,96.16
437,0.464,16.7,96.43
486,0.464,16.7,95.2
535,0.464,16.7,95.24
0,0.647,28.7,99.98
97,0.647,28.7,98.43
194,0.647,28.7,97.36
291,0.647,28.7,95.79
388,0.647,28.7,94.09
485,0.647,28.7,93.29
583,0.647,28.7,91.59
680,0.647,28.7,89.78
777,0.647,28.7,88.48
874,0.647,28.7,86.88
971,0.647,28.7,85.07
1069,0.647,28.7,83.85
0,0.538,22.4,99.43
184,0.538,22.4,97.86
368,0.538,22.4,96.03
553,0.538,22.4,93.36
737,0.538,22.4,92.23
922,0.538,22.4,89.37
1106,0.538,22.4,87.21
1291,0.538,22.4,84.7
1475,0.538,22.4,82.73
1660,0.538,22.4,79.44
1844,0.538,22.4,76.45
2029,0.538,22.4,74.8
0,0.75,30.1,100.0
151,0.75,30.1,97.81
302,0.75,30.1,95.47
453,0.75,30.1,92.31
605,0.75,30.1,89.65
756,0.75,30.1,87.97
907,0.75,30.1,84.78
1058,0.75,30.1,81.85
1210,0.75,30.1,79.14
1361,0.75,30.1,76.42
1512,0.75,30.1,73.67
1664,0.75,30.1,70.7
0,0.38,27.6,99.79
56,0.38,27.6,99.83
112,0.38,27.6,98.95
168,0.38,27.6,98.34
224,0.38,27.6,97.36
280,0.38,27.6,96.95
336,0.38,27.6,96.49
392,0.38,27.6,95.97
448,0.38,27.6,95.05
504,0.38,27.6,94.81
560,0.38,27.6,93.78
617,0.38,27.6,93.39
0,0.562,16.3,100.0
90,0.562,16.3,99.35
181,0.562,16.3,98.38
272,0.562,16.3,97.17
363,0.562,16.3,96.05
454,0.562,16.3,95.55
544,0.562,16.3,94.54
635,0.562,16.3,93.2
726,0.562,16.3,92.79
817,0.562,16.3,91.09
908,0.562,16.3,90.18
999,0.562,16.3,89.95
0,0.806,26.5,100.0
56,0.806,26.5,99.26
112,0.806,26.5,97.4
168,0.806,26.5,97.18
224,0.806,26.5,96.6
280,0.806,26.5,95.6
337,0.806,26.5,94.89
393,0.806,26.5,94.29
449,0.806,26.5,92.86
505,0.806,26.5,91.68
561,0.806,26.5,91.24
618,0.806,26.5,90.06
0,0.622,27.0,99.22
8,0.622,27.0,99.77
17,0.622,27.0,99.8
25,0.622,27.0,99.43
34,0.622,27.0,99.91
43,0.622,27.0,99.76
51,0.622,27.0,99.36
60,0.622,27.0,99.16
69,0.622,27.0,99.1
77,0.622,27.0,99.0
86,0.622,27.0,98.89
95,0.622,27.0,98.73
0,0.695,34.3,99.57
41,0.695,34.3,99.01
83,0.695,34.3,98.09
125,0.695,34.3,98.3
166,0.695,34.3,97.39
208,0.695,34.3,96.76
250,0.695,34.3,95.35
292,0.695,34.3,95.75
333,0.695,34.3,94.19
375,0.695,34.3,93.71
417,0.695,34.3,93.21
459,0.695,34.3,91.81
0,0.552,30.3,100.0
177,0.552,30.3,98.23
355,0.552,30.3,95.58
533,0.552,30.3,92.71
711,0.552,30.3,89.61
889,0.552,30.3,87.67
1067,0.552,30.3,84.09
1245,0.552,30.3,82.47
1423,0.552,30.3,79.26
1601,0.552,30.3,75.52
1779,0.552,30.3,73.57
1957,0.552,30.3,71.15
0,0.607,34.0,99.7
73,0.607,34.0,98.49
147,0.607,34.0,97.78
221,0.607,34.0,96.65
295,0.607,34.0,95.32
369,0.607,34.0,94.67
442,0.607,34.0,92.74
516,0.607,34.0,91.92
590,0.607,34.0,90.59
664,0.607,34.0,88.78
738,0.607,34.0,87.61
812,0.607,34.0,86.82
0,0.98,33.1,98.91
92,0.98,33.1,98.52
184,0.98,33.1,96.37
276,0.98,33.1,94.9
368,0.98,33.1,92.25
460,0.98,33.1,90.71
552,0.98,33.1,88.9
644,0.98,33.1,86.45
736,0.98,33.1,84.44
828,0.98,33.1,82.57
920,0.98,33.1,80.71
1012,0.98,33.1,78.47
0,0.825,25.8,99.54
44,0.825,25.8,100.0
89,0.825,25.8,98.51
134,0.825,25.8,97.83
178,0.825,25.8,97.32
223,0.825,25.8,96.66
268,0.825,25.8,95.79
313,0.825,25.8,95.2
357,0.825,25.8,94.48
402,0.825,25.8,93.82
447,0.825,25.8,92.2
492,0.825,25.8,92.94
0,0.623,33.1,99.84
80,0.623,33.1,98.62
161,0.623,33.1,98.12
242,0.623,33.1,96.12
323,0.623,33.1,95.29
404,0.623,33.1,93.48
484,0.623,33.1,92.24
565,0.623,33.1,90.97
646,0.623,33.1,90.15
727,0.623,33.1,87.68
808,0.623,33.1,86.51
889,0.623,33.1,84.92
0,0.454,23.3,99.43
171,0.454,23.3,97.99
343,0.454,23.3,95.65
515,0.454,23.3,94.05
687,0.454,23.3,92.85
859,0.454,23.3,90.57
1031,0.454,23.3,88.48
1203,0.454,23.3,86.02
1375,0.454,23.3,83.78
1547,0.454,23.3,81.86
1719,0.454,23.3,80.16
1891,0.454,23.3,78.39
0,0.812,33.4,100.0
124,0.812,33.4,97.76
248,0.812,33.4,95.52
372,0.812,33.4,93.96
496,0.812,33.4,90.25
620,0.812,33.4,88.37
745,0.812,33.4,86.42
869,0.812,33.4,83.02
993,0.812,33.4,80.84
1117,0.812,33.4,78.39
1241,0.812,33.4,75.99
1366,0.812,33.4,72.97
0,0.757,33.7,100.0
124,0.757,33.7,97.64
249,0.757,33.7,95.76
374,0.757,33.7,93.13
499,0.757,33.7,91.01
624,0.757,33.7,89.54
749,0.757,33.7,86.45
874,0.757,33.7,83.61
999,0.757,33.7,81.68
1124,0.757,33.7,78.72
1249,0.757,33.7,76.34
1374,0.757,33.7,73.95
0,0.57,35.6,100.0
199,0.57,35.6,96.6
398,0.57,35.6,93.56
597,0.57,35.6,90.53
797,0.57,35.6,86.83
996,0.57,35.6,83.53
1195,0.57,35.6,80.34
1394,0.57,35.6,76.58
1594,0.57,35.6,73.26
1793,0.57,35.6,70.21
1992,0.57,35.6,66.05
2192,0.57,35.6,62.94
0,0.751,18.7,99.61
71,0.751,18.7,98.89
143,0.751,18.7,98.0
215,0.751,18.7,97.35
286,0.751,18.7,96.69
358,0.751,18.7,95.97
430,0.751,18.7,94.69
502,0.751,18.7,93.47
573,0.751,18.7,91.95
645,0.751,18.7,91.73
717,0.751,18.7,90.74
789,0.751,18.7,89.82
0,0.98,37.7,99.66
86,0.98,37.7,98.03
173,0.98,37.7,96.23
260,0.98,37.7,94.0
347,0.98,37.7,92.42
434,0.98,37.7,90.32
520,0.98,37.7,87.76
607,0.98,37.7,86.47
694,0.98,37.7,83.98
781,0.98,37.7,81.22
868,0.98,37.7,79.67
955,0.98,37.7,77.65
0,0.825,26.6,100.0
65,0.825,26.6,99.13
131,0.825,26.6,97.58
196,0.825,26.6,96.51
262,0.825,26.6,96.33
328,0.825,26.6,95.28
393,0.825,26.6,93.9
459,0.825,26.6,93.21
525,0.825,26.6,91.95
590,0.825,26.6,90.72
656,0.825,26.6,89.04
722,0.825,26.6,88.84
0,0.747,26.3,100.0
12,0.747,26.3,99.27
25,0.747,26.3,99.92
38,0.747,26.3,99.17
51,0.747,26.3,99.45
64,0.747,26.3,98.95
77,0.747,26.3,98.86
90,0.747,26.3,98.5
103,0.747,26.3,98.52
116,0.747,26.3,99.05
129,0.747,26.3,98.68
142,0.747,26.3,98.13
0,0.645,34.9,100.0
110,0.645,34.9,98.01
221,0.645,34.9,96.43
331,0.645,34.9,93.94
442,0.645,34.9,93.05
553,0.645,34.9,91.44
663,0.645,34.9,88.79
774,0.645,34.9,86.04
885,0.645,34.9,85.0
995,0.645,34.9,82.48
1106,0.645,34.9,80.54
1217,0.645,34.9,78.96
0,0.696,25.6,100.0
17,0.696,25.6,99.65
35,0.696,25.6,99.18
53,0.696,25.6,99.21
71,0.696,25.6,99.21
89,0.696,25.6,98.78
106,0.696,25.6,98.12
124,0.696,25.6,98.71
142,0.696,25.6,97.15
160,0.696,25.6,97.7
178,0.696,25.6,97.39
196,0.696,25.6,97.4
0,0.751,36.9,99.75
83,0.751,36.9,98.76
167,0.751,36.9,97.06
251,0.751,36.9,94.79
334,0.751,36.9,94.44
418,0.751,36.9,91.62
502,0.751,36.9,90.6
586,0.751,36.9,88.91
669,0.751,36.9,87.19
753,0.751,36.9,85.22
837,0.751,36.9,83.97
921,0.751,36.9,81.41
0,0.638,25.1,100.0
18,0.638,25.1,100.0
36,0.638,25.1,99.46
54,0.638,25.1,99.63
73,0.638,25.1,99.13
91,0.638,25.1,98.57
109,0.638,25.1,98.56
127,0.638,25.1,98.31
146,0.638,25.1,97.92
164,0.638,25.1,98.08
182,0.638,25.1,97.77
201,0.638,25.1,96.88
0,0.353,32.0,99.71
24,0.353,32.0,99.86
49,0.353,32.0,99.76
74,0.353,32.0,98.76
99,0.353,32.0,98.43
124,0.353,32.0,99.22
149,0.353,32.0,98.47
174,0.353,32.0,97.9
199,0.353,32.0,97.43
224,0.353,32.0,97.28
249,0.353,32.0,96.74
274,0.353,32.0,97.17
0,0.51,36.7,99.63
53,0.51,36.7,99.12
106,0.51,36.7,97.57
159,0.51,36.7,97.65
212,0.51,36.7,96.81
265,0.51,36.7,96.34
318,0.51,36.7,94.55
371,0.51,36.7,94.78
424,0.51,36.7,93.81
477,0.51,36.7,93.11
530,0.51,36.7,91.8
584,0.51,36.7,91.29
0,0.385,34.0,99.73
67,0.385,34.0,98.65
134,0.385,34.0,98.0
202,0.385,34.0,97.53
269,0.385,34.0,96.38
336,0.385,34.0,95.92
404,0.385,34.0,94.25
471,0.385,34.0,93.25
538,0.385,34.0,93.57
606,0.385,34.0,92.49
673,0.385,34.0,90.89
741,0.385,34.0,90.33
0,0.834,31.9,100.0
149,0.834,31.9,97.2
298,0.834,31.9,94.75
447,0.834,31.9,91.94
596,0.834,31.9,89.02
745,0.834,31.9,86.1
894,0.834,31.9,83.36
1043,0.834,31.9,80.42
1192,0.834,31.9,77.09
1341,0.834,31.9,74.77
1490,0.834,31.9,71.16
1640,0.834,31.9,68.41
0,0.597,31.5,99.26
36,0.597,31.5,99.84
72,0.597,31.5,98.79
109,0.597,31.5,98.93
145,0.597,31.5,97.81
181,0.597,31.5,97.43
218,0.597,31.5,97.56
254,0.597,31.5,96.25
290,0.597,31.5,96.24
327,0.597,31.5,95.26
363,0.597,31.5,94.84
400,0.597,31.5,94.15
0,0.803,24.2,99.78
60,0.803,24.2,99.23
121,0.803,24.2,98.24
182,0.803,24.2,97.67
242,0.803,24.2,96.98
303,0.803,24.2,95.25
364,0.803,24.2,94.4
425,0.803,24.2,93.21
485,0.803,24.2,93.49
546,0.803,24.2,91.93
607,0.803,24.2,91.03
668,0.803,24.2,89.43
0,0.65,32.6,99.91
92,0.65,32.6,99.03
185,0.65,32.6,98.01
278,0.65,32.6,95.37
371,0.65,32.6,93.82
464,0.65,32.6,92.33
556,0.65,32.6,91.67
649,0.65,32.6,89.9
742,0.65,32.6,87.91
835,0.65,32.6,86.38
928,0.65,32.6,84.48
1021,0.65,32.6,83.47
0,0.582,27.2,99.93
42,0.582,27.2,99.42
84,0.582,27.2,98.98
127,0.582,27.2,98.7
169,0.582,27.2,98.44
212,0.582,27.2,97.5
254,0.582,27.2,97.01
297,0.582,27.2,96.08
339,0.582,27.2,95.32
382,0.582,27.2,95.21
424,0.582,27.2,94.46
467,0.582,27.2,93.3
0,0.591,28.4,99.82
82,0.591,28.4,99.48
164,0.591,28.4,98.03
246,0.591,28.4,97.2
328,0.591,28.4,95.66
410,0.591,28.4,94.43
493,0.591,28.4,92.87
575,0.591,28.4,92.01
657,0.591,28.4,90.81
739,0.591,28.4,89.12
821,0.591,28.4,88.2
904,0.591,28.4,87.03
0,0.724,32.2,100.0
67,0.724,32.2,98.92
134,0.724,32.2,96.89
201,0.724,32.2,96.61
268,0.724,32.2,96.02
335,0.724,32.2,93.9
403,0.724,32.2,93.35
470,0.724,32.2,92.69
537,0.724,32.2,90.69
604,0.724,32.2,89.77
671,0.724,32.2,88.11
739,0.724,32.2,87.92
0,0.635,29.3,100.0
117,0.635,29.3,98.64
235,0.635,29.3,96.38
353,0.635,29.3,94.7
470,0.635,29.3,93.32
588,0.635,29.3,91.11
706,0.635,29.3,88.75
824,0.635,29.3,87.62
941,0.635,29.3,85.27
1059,0.635,29.3,84.48
1177,0.635,29.3,82.09
1295,0.635,29.3,79.82
0,0.524,15.8,100.0
148,0.524,15.8,99.42
296,0.524,15.8,97.43
445,0.524,15.8,95.63
593,0.524,15.8,93.98
741,0.524,15.8,92.25
890,0.524,15.8,91.74
1038,0.524,15.8,89.37
1186,0.524,15.8,88.59
1335,0.524,15.8,86.73
1483,0.524,15.8,84.03
1632,0.524,15.8,82.78
0,0.53,28.4,99.98
67,0.53,28.4,100.0
135,0.53,28.4,97.97
202,0.53,28.4,97.56
270,0.53,28.4,96.8
337,0.53,28.4,95.68
405,0.53,28.4,94.8
472,0.53,28.4,93.49
540,0.53,28.4,92.96
607,0.53,28.4,92.17
675,0.53,28.4,91.16
743,0.53,28.4,90.3
0,0.904,35.6,99.59
159,0.904,35.6,96.69
318,0.904,35.6,93.51
477,0.904,35.6,90.27
636,0.904,35.6,86.55
795,0.904,35.6,82.88
955,0.904,35.6,79.23
1114,0.904,35.6,75.5
1273,0.904,35.6,72.39
1432,0.904,35.6,68.34
1591,0.904,35.6,64.86
1751,0.904,35.6,61.39
0,0.41,31.7,100.0
127,0.41,31.7,98.33
254,0.41,31.7,96.79
382,0.41,31.7,95.49
509,0.41,31.7,93.4
637,0.41,31.7,91.69
764,0.41,31.7,90.69
892,0.41,31.7,88.87
1019,0.41,31.7,87.05
1147,0.41,31.7,85.42
1274,0.41,31.7,82.67
1402,0.41,31.7,82.07
0,0.721,36.1,100.0
96,0.721,36.1,98.29
192,0.721,36.1,96.79
288,0.721,36.1,94.78
384,0.721,36.1,93.4
480,0.721,36.1,90.71
577,0.721,36.1,89.22
673,0.721,36.1,88.26
769,0.721,36.1,85.46
865,0.721,36.1,83.71
961,0.721,36.1,81.59
1058,0.721,36.1,80.1
0,0.517,27.7,100.0
182,0.517,27.7,97.56
365,0.517,27.7,95.71
548,0.517,27.7,93.29
730,0.517,27.7,90.92
913,0.517,27.7,88.1
1096,0.517,27.7,86.65
1279,0.517,27.7,83.34
1461,0.517,27.7,80.53
1644,0.517,27.7,77.53
1827,0.517,27.7,75.2
2010,0.517,27.7,73.12
0,0.958,39.3,99.56
41,0.958,39.3,99.33
83,0.958,39.3,97.8
125,0.958,39.3,96.76
166,0.958,39.3,96.43
208,0.958,39.3,95.55
250,0.958,39.3,94.7
292,0.958,39.3,93.56
333,0.958,39.3,92.59
375,0.958,39.3,91.05
417,0.958,39.3,90.35
459,0.958,39.3,88.83
0,0.289,34.2,99.74
45,0.289,34.2,99.85
90,0.289,34.2,99.44
135,0.289,34.2,98.33
180,0.289,34.2,98.24
225,0.289,34.2,97.28
271,0.289,34.2,96.32
316,0.289,34.2,96.48
361,0.289,34.2,95.74
406,0.289,34.2,95.22
451,0.289,34.2,95.52
497,0.289,34.2,93.74
0,0.719,22.0,100.0
101,0.719,22.0,98.89
202,0.719,22.0,97.1
304,0.719,22.0,95.78
405,0.719,22.0,94.98
506,0.719,22.0,93.87
608,0.719,22.0,91.99
709,0.719,22.0,90.07
810,0.719,22.0,89.06
912,0.719,22.0,88.33
1013,0.719,22.0,86.05
1115,0.719,22.0,85.05
0,0.517,28.7,100.0
163,0.517,28.7,98.14
327,0.517,28.7,95.58
491,0.517,28.7,93.35
655,0.517,28.7,91.73
819,0.517,28.7,89.52
983,0.517,28.7,87.33
1147,0.517,28.7,85.11
1311,0.517,28.7,82.19
1475,0.517,28.7,79.68
1639,0.517,28.7,77.89
1803,0.517,28.7,75.29
0,0.473,21.8,99.94
10,0.473,21.8,99.9
21,0.473,21.8,100.0
32,0.473,21.8,99.97
43,0.473,21.8,100.0
54,0.473,21.8,98.81
65,0.473,21.8,99.46
76,0.473,21.8,99.51
87,0.473,21.8,98.62
98,0.473,21.8,98.81
109,0.473,21.8,98.63
120,0.473,21.8,98.82
0,0.943,43.2,99.71
188,0.943,43.2,95.69
377,0.943,43.2,90.87
566,0.943,43.2,85.85
755,0.943,43.2,80.81
944,0.943,43.2,75.66
1132,0.943,43.2,71.01
1321,0.943,43.2,65.6
1510,0.943,43.2,59.6
1699,0.943,43.2,54.97
1888,0.943,43.2,49.7
2077,0.943,43.2,44.17
0,0.854,30.3,100.0
93,0.854,30.3,97.78
187,0.854,30.3,96.82
280,0.854,30.3,94.95
374,0.854,30.3,93.05
468,0.854,30.3,92.23
561,0.854,30.3,90.18
655,0.854,30.3,88.22
749,0.854,30.3,86.26
842,0.854,30.3,84.79
936,0.854,30.3,83.23
1030,0.854,30.3,80.78
0,0.649,35.1,99.32
29,0.649,35.1,99.56
59,0.649,35.1,98.96
89,0.649,35.1,98.58
119,0.649,35.1,97.96
149,0.649,35.1,97.69
178,0.649,35.1,97.83
208,0.649,35.1,96.54
238,0.649,35.1,96.24
268,0.649,35.1,96.33
298,0.649,35.1,94.92
328,0.649,35.1,95.23
0,0.651,41.5,100.0
63,0.651,41.5,98.87
126,0.651,41.5,97.5
190,0.651,41.5,96.51
253,0.651,41.5,95.57
317,0.651,41.5,93.98
380,0.651,41.5,92.61
444,0.651,41.5,91.34
507,0.651,41.5,90.49
571,0.651,41.5,89.27
634,0.651,41.5,87.31
698,0.651,41.5,85.98
0,0.718,39.7,100.0
62,0.718,39.7,98.46
124,0.718,39.7,97.63
187,0.718,39.7,96.16
249,0.718,39.7,95.16
312,0.718,39.7,94.55
374,0.718,39.7,92.23
437,0.718,39.7,90.87
499,0.718,39.7,89.87
562,0.718,39.7,88.95
624,0.718,39.7,87.78
687,0.718,39.7,86.39
0,0.862,16.7,99.89
96,0.862,16.7,99.09
192,0.862,16.7,97.13
288,0.862,16.7,96.32
384,0.862,16.7,95.1
480,0.862,16.7,94.1
576,0.862,16.7,91.81
672,0.862,16.7,91.04
768,0.862,16.7,89.3
864,0.862,16.7,88.49
960,0.862,16.7,87.22
1056,0.862,16.7,86.03
0,0.554,35.5,100.0
168,0.554,35.5,96.94
337,0.554,35.5,95.05
505,0.554,35.5,92.44
674,0.554,35.5,89.22
842,0.554,35.5,86.08
1011,0.554,35.5,83.97
1179,0.554,35.5,80.36
1348,0.554,35.5,77.81
1516,0.554,35.5,74.95
1685,0.554,35.5,72.28
1854,0.554,35.5,68.86
0,0.527,29.7,100.0
53,0.527,29.7,98.84
106,0.527,29.7,98.8
159,0.527,29.7,97.61
212,0.527,29.7,97.64
265,0.527,29.7,96.23
318,0.527,29.7,95.6
371,0.527,29.7,94.9
424,0.527,29.7,94.34
477,0.527,29.7,93.74
530,0.527,29.7,93.05
584,0.527,29.7,92.11
0,0.411,34.1,99.98
186,0.411,34.1,98.07
372,0.411,34.1,94.92
558,0.411,34.1,92.05
744,0.411,34.1,89.99
930,0.411,34.1,87.82
1116,0.411,34.1,84.75
1302,0.411,34.1,81.94
1488,0.411,34.1,79.0
1674,0.411,34.1,77.19
1860,0.411,34.1,73.48
2046,0.411,34.1,70.83
0,0.753,16.0,100.0
188,0.753,16.0,98.17
376,0.753,16.0,95.76
564,0.753,16.0,93.15
753,0.753,16.0,90.43
941,0.753,16.0,88.33
1129,0.753,16.0,85.59
1317,0.753,16.0,83.63
1506,0.753,16.0,81.24
1694,0.753,16.0,78.97
1882,0.753,16.0,76.07
2071,0.753,16.0,73.72
0,0.597,25.7,100.0
123,0.597,25.7,98.37
246,0.597,25.7,97.0
370,0.597,25.7,94.88
493,0.597,25.7,93.27
616,0.597,25.7,92.1
740,0.597,25.7,90.47
863,0.597,25.7,88.09
986,0.597,25.7,86.93
1110,0.597,25.7,84.75
1233,0.597,25.7,83.18
1357,0.597,25.7,81.89
0,0.795,34.6,99.75
194,0.795,34.6,96.2
