vehicle_id,cycle_count,avg_depth_of_discharge,avg_operating_temp_c,soh_percent
VEH-1035,558,0.84,44.6,86.57
VEH-1035,576,0.84,44.6,86.4
VEH-1035,594,0.84,44.6,84.94
VEH-1035,612,0.84,44.6,85.44
VEH-1035,630,0.84,44.6,84.64
VEH-1035,648,0.84,44.6,84.1
VEH-1035,666,0.84,44.6,83.2
VEH-1035,684,0.84,44.6,83.43
VEH-1035,702,0.84,44.6,81.94
VEH-1035,720,0.84,44.6,82.55
VEH-1035,738,0.84,44.6,81.34
VEH-1035,756,0.84,44.6,81.41
VEH-1035,774,0.84,44.6,80.89
VEH-1035,792,0.84,44.6,80.87
VEH-1035,810,0.84,44.6,79.93
VEH-1035,828,0.84,44.6,79.29
VEH-1035,846,0.84,44.6,78.88
VEH-1035,864,0.84,44.6,79.04
VEH-1035,882,0.84,44.6,78.31
VEH-1035,900,0.84,44.6,77.52
VEH-1035,918,0.84,44.6,77.1
VEH-1035,936,0.84,44.6,76.17
VEH-1035,954,0.84,44.6,76.38
VEH-1035,972,0.84,44.6,75.16
VEH-1035,990,0.84,44.6,75.57
VEH-1035,1008,0.84,44.6,74.88
VEH-1035,1026,0.84,44.6,75.2
VEH-1035,1044,0.84,44.6,73.5
VEH-1035,1062,0.84,44.6,73.38
VEH-1035,1080,0.84,44.6,73.57
VEH-1035,1098,0.84,44.6,72.88
VEH-1035,1116,0.84,44.6,71.75
VEH-1036,0,0.59,18.3,100.0
VEH-1036,15,0.59,18.3,99.86
VEH-1036,30,0.59,18.3,99.81
VEH-1036,45,0.59,18.3,99.32
VEH-1036,60,0.59,18.3,99.37
VEH-1036,75,0.59,18.3,98.69
VEH-1036,90,0.59,18.3,99.14
VEH-1036,105,0.59,18.3,99.09
VEH-1036,120,0.59,18.3,98.69
VEH-1036,135,0.59,18.3,98.04
VEH-1036,150,0.59,18.3,98.79
VEH-1036,165,0.59,18.3,98.41
VEH-1036,180,0.59,18.3,97.86
VEH-1036,195,0.59,18.3,97.85
VEH-1036,210,0.59,18.3,97.26
VEH-1036,225,0.59,18.3,97.26
VEH-1036,240,0.59,18.3,97.26
VEH-1036,255,0.59,18.3,97.71
VEH-1036,270,0.59,18.3,96.89
VEH-1036,285,0.59,18.3,97.17
VEH-1036,300,0.59,18.3,96.59
VEH-1036,315,0.59,18.3,96.7
VEH-1036,330,0.59,18.3,96.39
VEH-1036,345,0.59,18.3,96.58
VEH-1036,360,0.59,18.3,95.91
VEH-1036,375,0.59,18.3,95.38
VEH-1036,390,0.59,18.3,95.27
VEH-1036,405,0.59,18.3,95.4
VEH-1036,420,0.59,18.3,94.98
VEH-1036,435,0.59,18.3,95.39
VEH-1036,450,0.59,18.3,94.91
VEH-1036,465,0.59,18.3,95.73
VEH-1036,480,0.59,18.3,94.12
VEH-1036,495,0.59,18.3,94.62
VEH-1036,510,0.59,18.3,93.98
VEH-1036,525,0.59,18.3,94.03
VEH-1036,540,0.59,18.3,94.08
VEH-1036,555,0.59,18.3,93.04
VEH-1036,570,0.59,18.3,93.76
VEH-1036,585,0.59,18.3,94.17
VEH-1036,600,0.59,18.3,93.17
VEH-1036,615,0.59,18.3,93.25
VEH-1036,630,0.59,18.3,93.34
VEH-1036,645,0.59,18.3,92.75
VEH-1036,660,0.59,18.3,92.43
VEH-1036,675,0.59,18.3,91.66
VEH-1036,690,0.59,18.3,92.5
VEH-1036,705,0.59,18.3,92.06
VEH-1036,720,0.59,18.3,91.57
VEH-1036,735,0.59,18.3,91.79
VEH-1036,750,0.59,18.3,91.37
VEH-1036,765,0.59,18.3,91.21
VEH-1036,780,0.59,18.3,91.43
VEH-1036,795,0.59,18.3,90.57
VEH-1036,810,0.59,18.3,91.23
VEH-1036,825,0.59,18.3,90.19
VEH-1036,840,0.59,18.3,90.27
VEH-1036,855,0.59,18.3,91.0
VEH-1036,870,0.59,18.3,90.54
VEH-1036,885,0.59,18.3,90.01
VEH-1036,900,0.59,18.3,89.46
VEH-1036,915,0.59,18.3,89.43
VEH-1037,0,0.69,25.7,100.0
VEH-1037,11,0.69,25.7,99.88
VEH-1037,22,0.69,25.7,99.7
VEH-1037,33,0.69,25.7,99.58
VEH-1037,44,0.69,25.7,99.37
VEH-1037,55,0.69,25.7,98.8
VEH-1037,66,0.69,25.7,98.98
VEH-1037,77,0.69,25.7,99.33
VEH-1037,88,0.69,25.7,98.38
VEH-1037,99,0.69,25.7,98.64
VEH-1037,110,0.69,25.7,98.27
VEH-1037,121,0.69,25.7,98.45
VEH-1037,132,0.69,25.7,98.12
VEH-1037,143,0.69,25.7,98.62
VEH-1037,154,0.69,25.7,98.13
VEH-1037,165,0.69,25.7,97.34
VEH-1037,176,0.69,25.7,97.88
VEH-1037,187,0.69,25.7,97.21
VEH-1037,198,0.69,25.7,97.13
VEH-1037,209,0.69,25.7,97.28
VEH-1037,220,0.69,25.7,96.85
VEH-1037,231,0.69,25.7,97.17
VEH-1037,242,0.69,25.7,96.43
VEH-1037,253,0.69,25.7,96.33
VEH-1037,264,0.69,25.7,96.16
VEH-1037,275,0.69,25.7,96.03
VEH-1037,286,0.69,25.7,96.46
VEH-1037,297,0.69,25.7,96.13
VEH-1037,308,0.69,25.7,96.35
VEH-1037,319,0.69,25.7,96.39
VEH-1037,330,0.69,25.7,95.07
VEH-1037,341,0.69,25.7,95.3
VEH-1037,352,0.69,25.7,94.7
VEH-1037,363,0.69,25.7,94.68
VEH-1037,374,0.69,25.7,94.57
VEH-1037,385,0.69,25.7,94.26
VEH-1037,396,0.69,25.7,94.1
VEH-1037,407,0.69,25.7,94.26
VEH-1037,418,0.69,25.7,93.72
VEH-1037,429,0.69,25.7,94.28
VEH-1037,440,0.69,25.7,93.5
VEH-1037,451,0.69,25.7,94.65
VEH-1037,462,0.69,25.7,93.34
VEH-1037,473,0.69,25.7,93.36
VEH-1037,484,0.69,25.7,92.72
VEH-1037,495,0.69,25.7,93.61
VEH-1037,506,0.69,25.7,93.24
VEH-1037,517,0.69,25.7,92.79
VEH-1037,528,0.69,25.7,92.05
VEH-1037,539,0.69,25.7,92.43
VEH-1037,550,0.69,25.7,91.8
VEH-1037,561,0.69,25.7,92.54
VEH-1037,572,0.69,25.7,92.15
VEH-1037,583,0.69,25.7,91.74
VEH-1037,594,0.69,25.7,90.68
VEH-1037,605,0.69,25.7,91.03
VEH-1037,616,0.69,25.7,91.45
VEH-1037,627,0.69,25.7,91.47
VEH-1037,638,0.69,25.7,91.27
VEH-1037,649,0.69,25.7,90.16
VEH-1037,660,0.69,25.7,90.65
VEH-1037,671,0.69,25.7,90.74
VEH-1037,682,0.69,25.7,89.64
VEH-1037,693,0.69,25.7,90.05
VEH-1038,0,0.62,21.5,100.0
VEH-1038,12,0.62,21.5,99.77
VEH-1038,24,0.62,21.5,99.1
VEH-1038,36,0.62,21.5,99.5
VEH-1038,48,0.62,21.5,99.37
VEH-1038,60,0.62,21.5,99.29
VEH-1038,72,0.62,21.5,99.01
VEH-1038,84,0.62,21.5,98.91
VEH-1038,96,0.62,21.5,98.91
VEH-1038,108,0.62,21.5,98.94
VEH-1038,120,0.62,21.5,98.54
VEH-1038,132,0.62,21.5,98.36
VEH-1038,144,0.62,21.5,98.39
VEH-1038,156,0.62,21.5,97.54
VEH-1038,168,0.62,21.5,98.24
VEH-1038,180,0.62,21.5,97.92
VEH-1038,192,0.62,21.5,97.79
VEH-1038,204,0.62,21.5,97.97
VEH-1038,216,0.62,21.5,96.8
VEH-1038,228,0.62,21.5,96.65
VEH-1038,240,0.62,21.5,97.29
VEH-1038,252,0.62,21.5,97.04
VEH-1038,264,0.62,21.5,96.96
VEH-1038,276,0.62,21.5,96.59
VEH-1038,288,0.62,21.5,96.83
VEH-1038,300,0.62,21.5,96.78
VEH-1038,312,0.62,21.5,96.47
VEH-1038,324,0.62,21.5,96.06
VEH-1038,336,0.62,21.5,95.26
VEH-1038,348,0.62,21.5,96.12
VEH-1038,360,0.62,21.5,96.13
VEH-1038,372,0.62,21.5,95.78
VEH-1038,384,0.62,21.5,95.09
VEH-1038,396,0.62,21.5,95.49
VEH-1038,408,0.62,21.5,95.4
VEH-1038,420,0.62,21.5,95.49
VEH-1038,432,0.62,21.5,94.49
VEH-1038,444,0.62,21.5,94.56
VEH-1038,456,0.62,21.5,94.75
VEH-1038,468,0.62,21.5,94.36
VEH-1038,480,0.62,21.5,93.79
VEH-1038,492,0.62,21.5,94.18
VEH-1038,504,0.62,21.5,94.08
VEH-1038,516,0.62,21.5,93.76
VEH-1038,528,0.62,21.5,93.65
VEH-1038,540,0.62,21.5,93.33
VEH-1038,552,0.62,21.5,93.78
VEH-1038,564,0.62,21.5,92.8
VEH-1038,576,0.62,21.5,92.75
VEH-1038,588,0.62,21.5,92.81
VEH-1038,600,0.62,21.5,92.96
VEH-1038,612,0.62,21.5,91.97
VEH-1038,624,0.62,21.5,91.88
VEH-1038,636,0.62,21.5,91.47
VEH-1038,648,0.62,21.5,92.04
VEH-1038,660,0.62,21.5,91.49
VEH-1038,672,0.62,21.5,91.59
VEH-1038,684,0.62,21.5,91.8
VEH-1038,696,0.62,21.5,91.19
VEH-1038,708,0.62,21.5,91.34
VEH-1038,720,0.62,21.5,91.0
VEH-1038,732,0.62,21.5,91.18
VEH-1038,744,0.62,21.5,90.95
VEH-1039,0,0.47,33.5,99.76
VEH-1039,13,0.47,33.5,99.79
VEH-1039,26,0.47,33.5,100.0
VEH-1039,39,0.47,33.5,99.66
VEH-1039,52,0.47,33.5,98.87
VEH-1039,65,0.47,33.5,99.42
VEH-1039,78,0.47,33.5,98.64
VEH-1039,91,0.47,33.5,99.34
VEH-1039,104,0.47,33.5,99.03
VEH-1039,117,0.47,33.5,98.6
VEH-1039,130,0.47,33.5,98.38
VEH-1039,143,0.47,33.5,98.07
VEH-1039,156,0.47,33.5,98.21
VEH-1039,169,0.47,33.5,97.66
VEH-1039,182,0.47,33.5,97.69
VEH-1039,195,0.47,33.5,97.74
VEH-1039,208,0.47,33.5,97.05
VEH-1039,221,0.47,33.5,96.86
VEH-1039,234,0.47,33.5,96.47
VEH-1039,247,0.47,33.5,96.34
VEH-1039,260,0.47,33.5,95.89
VEH-1039,273,0.47,33.5,96.6
VEH-1039,286,0.47,33.5,96.79
VEH-1039,299,0.47,33.5,96.48
VEH-1039,312,0.47,33.5,95.22
VEH-1039,325,0.47,33.5,95.86
VEH-1039,338,0.47,33.5,95.92
VEH-1039,351,0.47,33.5,95.08
VEH-1039,364,0.47,33.5,95.09
VEH-1039,377,0.47,33.5,94.17
VEH-1039,390,0.47,33.5,94.78
VEH-1039,403,0.47,33.5,94.12
VEH-1039,416,0.47,33.5,94.38
VEH-1039,429,0.47,33.5,93.58
VEH-1039,442,0.47,33.5,94.12
VEH-1039,455,0.47,33.5,94.11
VEH-1039,468,0.47,33.5,93.29
VEH-1039,481,0.47,33.5,92.97
VEH-1039,494,0.47,33.5,92.43
VEH-1039,507,0.47,33.5,92.9
VEH-1039,520,0.47,33.5,92.6
VEH-1039,533,0.47,33.5,92.07
VEH-1039,546,0.47,33.5,92.59
VEH-1039,559,0.47,33.5,92.08
VEH-1039,572,0.47,33.5,91.67
VEH-1039,585,0.47,33.5,91.67
VEH-1039,598,0.47,33.5,92.04
VEH-1039,611,0.47,33.5,91.69
VEH-1039,624,0.47,33.5,91.24
VEH-1039,637,0.47,33.5,91.31
VEH-1039,650,0.47,33.5,90.5
VEH-1039,663,0.47,33.5,90.73
VEH-1039,676,0.47,33.5,90.58
VEH-1039,689,0.47,33.5,90.17
VEH-1039,702,0.47,33.5,90.29
VEH-1039,715,0.47,33.5,89.68
VEH-1039,728,0.47,33.5,89.94
VEH-1039,741,0.47,33.5,89.76
VEH-1039,754,0.47,33.5,88.35
VEH-1039,767,0.47,33.5,89.6
VEH-1039,780,0.47,33.5,87.92
VEH-1039,793,0.47,33.5,88.58
VEH-1039,806,0.47,33.5,88.96
VEH-1039,819,0.47,33.5,88.3
