mileage,vehicle_age,engine_hours,battery_health,maintenance_frequency,downtime,operating_conditions,failure
28079.7,57.2,1160.9,84.84,4,26.3,Normal,0
120194.8,32.6,4602.9,83.25,6,11.3,Extreme,0
72688.6,29.1,1766.3,96.76,2,37.7,Severe,0
436462.8,72.3,15000.0,73.85,2,97.2,Extreme,1
390290.0,94.0,13270.7,68.57,3,107.8,Normal,1
50712.9,64.3,1594.7,68.49,3,47.2,Normal,0
208306.5,17.4,7526.5,81.94,6,15.3,Extreme,0
319294.5,24.7,7382.6,89.92,3,54.5,Severe,0
176019.7,78.6,5938.2,71.86,2,68.6,Normal,0
344790.7,117.1,7244.4,66.28,6,89.3,Normal,1
262357.2,118.2,9075.9,64.97,2,98.2,Normal,1
216084.5,62.9,6231.4,87.17,4,56.7,Severe,0
390076.9,109.7,9266.2,59.18,5,102.0,Extreme,1
401215.8,119.0,9699.8,68.95,4,109.6,Normal,1
291674.7,37.3,6088.6,83.78,4,61.5,Severe,0
161992.0,40.1,3712.5,99.33,5,43.0,Extreme,0
107435.6,35.4,2718.9,79.22,3,33.7,Severe,0
53136.2,51.4,2184.7,85.01,6,18.3,Extreme,0
404678.3,84.3,13860.2,66.45,1,116.9,Normal,1
130769.6,47.3,3295.2,85.42,2,36.9,Normal,1
10151.0,67.4,631.8,81.74,4,38.3,Severe,1
15261.9,110.5,752.3,64.07,4,63.4,Extreme,1
329029.5,55.4,6920.2,89.26,3,68.3,Severe,1
192740.4,61.4,4261.0,74.67,4,60.0,Normal,0
205444.3,118.3,4685.7,49.35,4,98.8,Normal,1
135840.4,110.0,4014.0,64.0,1,81.0,Normal,1
355649.6,103.3,7662.4,63.31,6,83.1,Severe,1
290069.1,62.9,9067.4,78.78,1,73.3,Normal,1
145489.9,61.4,5897.0,79.29,3,53.1,Extreme,0
347376.2,48.7,13146.2,80.01,3,70.4,Extreme,1
341198.8,44.3,11745.7,82.38,1,73.0,Normal,1
427455.0,109.3,10843.7,57.55,6,102.2,Severe,1
166464.7,74.4,6105.6,73.88,6,60.5,Normal,0
36650.0,23.3,1577.0,95.18,3,10.0,Normal,0
298215.7,112.3,10298.3,69.73,3,105.1,Severe,1
20177.3,70.1,793.6,76.5,3,49.7,Extreme,1
94255.7,104.2,2609.7,55.91,2,78.4,Normal,1
133587.6,27.3,4059.7,89.76,4,34.8,Severe,1
255181.2,25.1,9710.0,99.11,2,58.9,Normal,0
262273.4,80.6,10595.5,76.05,6,62.8,Extreme,0
283002.6,118.4,5917.2,61.91,2,110.9,Normal,1
95575.1,55.3,3281.9,81.31,4,40.4,Normal,0
55470.8,70.3,2129.0,72.1,4,50.0,Normal,0
338207.2,22.4,9573.6,91.84,5,52.4,Extreme,1
291159.5,103.8,6957.0,63.91,3,86.9,Normal,1
198803.8,100.7,7205.7,67.78,6,77.1,Normal,1
323345.9,43.4,8229.4,90.78,4,50.6,Severe,0
336699.0,14.7,7760.4,90.92,2,62.9,Severe,0
44006.2,24.2,1351.7,98.38,2,17.1,Severe,1
248930.4,104.3,6301.8,57.86,5,79.3,Normal,1
142460.8,42.2,3366.6,87.6,2,42.2,Severe,0
294323.4,63.2,6719.0,71.86,6,58.4,Severe,0
234776.8,97.7,8310.8,66.85,3,80.5,Normal,1
85492.6,115.0,3382.7,61.72,4,83.6,Normal,1
156809.7,114.7,4966.8,59.21,4,90.0,Normal,1
35831.8,101.0,860.2,69.49,1,61.9,Extreme,1
132730.7,32.3,4704.1,91.41,1,34.0,Extreme,0
210217.2,37.1,6320.2,86.81,1,55.3,Severe,0
196693.2,56.7,5422.0,77.91,6,36.0,Severe,0
114048.8,32.3,4010.0,83.23,6,9.8,Normal,0
250182.4,34.3,9032.1,86.96,2,46.5,Normal,1
31803.4,41.3,933.7,90.51,5,10.1,Severe,1
413995.7,113.4,8589.7,71.26,4,109.4,Severe,0
75865.3,71.9,2779.6,75.2,5,48.7,Severe,0
56060.1,109.4,1554.9,59.47,2,72.4,Normal,1
122768.5,113.2,3095.5,57.9,3,88.2,Normal,1
272540.4,109.9,10665.8,67.64,5,99.8,Severe,1
48463.4,14.0,1666.1,99.41,2,25.9,Normal,1
302167.9,49.3,7983.8,72.29,3,64.7,Normal,1
279591.9,89.2,7317.3,63.3,3,89.5,Extreme,1
343617.6,86.1,10307.2,76.99,3,89.4,Normal,1
175198.9,104.4,4497.2,73.39,1,88.8,Severe,0
405642.1,91.8,13064.3,62.7,1,109.8,Extreme,1
133511.3,96.3,3638.6,63.4,3,81.0,Normal,1
382538.6,91.4,10604.3,75.4,4,95.1,Normal,0
226875.0,29.2,6624.9,87.91,4,45.5,Severe,0
344087.5,17.5,8492.6,91.7,2,52.5,Normal,1
89286.9,105.7,1940.0,60.04,6,68.3,Normal,0
163653.8,28.6,3716.1,93.28,2,33.8,Normal,0
225044.8,19.0,7275.7,91.7,4,43.5,Normal,0
445237.4,60.3,12078.7,80.78,4,89.3,Normal,1
319749.1,39.3,6849.1,93.31,3,59.8,Extreme,1
430671.4,94.4,9443.7,59.42,6,94.7,Severe,1
444961.8,11.6,15000.0,99.34,6,38.6,Normal,1
181236.0,80.1,5038.1,72.71,3,60.2,Severe,0
96652.1,9.4,3014.7,98.82,2,18.5,Normal,0
178116.0,109.0,4302.0,69.14,3,85.4,Extreme,1
127431.6,10.0,3211.5,93.16,5,21.6,Extreme,1
269060.4,76.1,9360.4,64.5,3,83.2,Severe,0
377471.1,76.3,8166.4,66.27,5,79.9,Severe,1
425660.5,46.0,12624.3,79.86,3,82.7,Extreme,1
124701.9,16.3,3875.4,98.03,4,12.9,Normal,0
375726.4,32.5,9409.1,81.3,6,47.6,Severe,1
56274.8,22.6,1643.9,97.22,6,7.6,Extreme,0
428890.9,42.0,8886.9,80.46,4,82.3,Extreme,1
429098.1,36.2,9982.5,89.64,3,76.9,Severe,1
265324.3,57.1,10680.3,76.89,1,68.2,Severe,0
222090.5,8.4,6538.4,97.41,4,20.2,Extreme,1
442347.0,45.2,15000.0,89.27,2,77.7,Extreme,1
246979.7,28.6,7330.2,78.63,1,46.0,Extreme,1
347282.2,23.4,9852.3,87.61,5,48.2,Severe,0
108143.3,40.7,2934.0,89.55,5,28.3,Normal,0
309011.7,49.9,9552.1,80.23,5,65.8,Extreme,1
90239.0,82.5,2096.1,69.11,3,53.9,Severe,1
78471.9,106.6,2077.7,61.67,5,66.0,Normal,0
92177.2,87.7,2825.9,66.18,6,45.0,Severe,0
367839.0,30.0,7582.4,85.9,6,45.2,Severe,0
236558.4,67.8,4961.9,77.58,3,62.1,Normal,0
221308.2,42.1,6663.0,94.46,2,58.8,Severe,1
98071.0,33.7,2461.8,93.62,6,8.7,Normal,0
427754.7,62.8,9105.4,76.06,5,75.6,Normal,1
389430.3,20.1,14460.0,96.61,6,52.7,Extreme,1
38018.9,44.3,1221.3,85.42,2,37.7,Severe,0
84742.7,7.2,2664.2,94.41,1,15.6,Severe,1
410939.3,22.0,9257.1,83.69,6,48.0,Severe,1
222485.7,94.8,7292.0,65.29,4,73.7,Normal,1
309038.4,9.1,8633.3,100.0,5,35.1,Extreme,0
16982.0,36.4,861.8,88.14,2,28.0,Extreme,1
269582.8,11.6,8936.2,94.94,1,52.1,Extreme,1
87741.8,84.3,2940.9,69.9,2,67.7,Normal,1
370367.3,58.6,7853.5,74.43,5,75.5,Severe,0
440007.5,69.8,14800.1,77.0,4,83.1,Severe,1
197367.4,52.0,6581.4,79.05,6,44.5,Normal,0
441155.7,98.1,15000.0,70.07,2,120.0,Severe,1
95470.4,24.4,3730.3,82.89,4,25.5,Extreme,0
378502.2,113.8,11986.2,57.7,1,120.0,Severe,1
232046.3,76.4,7074.7,70.16,6,65.2,Severe,0
285817.8,33.3,10301.6,89.61,1,61.0,Extreme,1
368755.6,65.9,9058.7,73.0,2,85.3,Normal,1
393104.5,51.8,8103.8,82.61,4,69.2,Extreme,0
403741.2,52.8,10279.0,88.15,6,70.9,Extreme,1
339134.8,29.7,13557.9,92.54,2,63.1,Normal,0
343154.6,44.9,10626.0,94.68,4,60.5,Normal,0
448391.9,114.0,11002.3,50.98,2,120.0,Normal,1
156619.4,75.1,5516.1,67.17,1,76.5,Severe,1
375871.4,116.6,13002.8,45.84,3,117.5,Severe,1
206467.2,69.2,5698.6,72.12,4,66.6,Severe,0
252280.0,80.7,7447.5,74.73,2,87.1,Extreme,0
204090.9,97.1,5937.9,66.18,3,80.3,Severe,1
435551.5,35.9,11355.2,90.98,4,77.9,Normal,0
113206.3,15.2,2681.7,94.34,1,34.8,Normal,0
168846.1,102.1,5026.1,67.02,5,72.7,Normal,0
195949.1,39.3,5816.4,82.52,1,45.1,Severe,1
24982.3,83.3,998.5,66.34,6,47.7,Extreme,1
134113.3,8.5,3938.2,88.92,2,24.9,Extreme,0
105290.4,109.8,3319.7,58.99,1,85.9,Severe,1
229897.6,94.8,6853.1,63.13,6,66.7,Normal,1
132289.4,14.5,4594.3,95.36,1,37.6,Extreme,0
438310.9,58.5,15000.0,71.84,3,93.1,Normal,1
177345.1,55.6,7019.3,79.3,5,48.2,Severe,1
69762.9,36.9,2298.1,84.17,6,16.2,Normal,0
386032.6,99.0,11546.2,66.71,5,106.8,Normal,1
345999.8,72.1,7613.9,80.0,4,74.3,Severe,0
87370.1,74.5,2592.2,74.42,2,59.2,Severe,0
332967.3,34.7,7125.5,92.44,2,71.3,Extreme,1
128685.1,109.2,4556.2,54.36,5,67.4,Severe,0
400279.7,90.3,9475.8,62.11,1,118.1,Normal,1
293571.3,47.0,11701.4,83.85,6,50.6,Severe,1
384232.1,67.3,13069.2,73.4,5,77.5,Normal,1
272642.6,58.1,5757.6,78.36,4,63.4,Extreme,0
30832.8,113.6,923.7,65.2,6,50.6,Normal,0
321130.3,117.5,7120.0,67.62,2,120.0,Severe,1
326204.8,9.1,7919.4,97.16,6,31.2,Severe,1
70822.6,89.5,2520.6,62.94,3,69.5,Normal,0
172680.0,30.5,4317.8,81.17,1,37.3,Normal,1
53489.6,81.3,1916.2,72.45,1,52.0,Extreme,0
424138.7,23.7,10952.3,86.27,6,59.1,Severe,0
203068.2,113.1,4675.0,54.66,4,78.7,Extreme,1
367362.5,101.7,8729.8,68.57,6,90.3,Normal,1
191535.2,25.6,5405.3,85.37,5,32.7,Severe,0
375197.3,32.0,8330.3,84.49,5,52.4,Normal,0
72237.2,99.4,1793.1,61.84,6,44.9,Normal,0
195129.0,54.1,6080.7,74.75,6,33.6,Severe,0
39394.7,13.4,1279.4,100.0,4,3.5,Severe,0
187892.7,11.6,4619.5,90.56,4,32.5,Extreme,0
300692.6,34.0,10312.9,90.39,6,49.0,Extreme,0
158500.3,24.5,5591.5,88.37,2,30.3,Normal,0
372885.2,32.5,13307.2,95.93,2,71.4,Normal,1
434726.1,57.4,14889.7,78.47,5,69.6,Normal,1
49633.6,119.5,2354.6,62.71,3,69.0,Normal,0
288385.5,34.1,7023.8,93.85,3,57.8,Normal,0
365364.0,25.2,10873.5,92.44,6,49.9,Normal,0
295837.0,41.3,8938.1,84.78,3,61.5,Normal,0
407577.9,75.5,10052.0,61.9,6,76.4,Severe,1
297233.0,56.0,11613.5,85.29,1,84.9,Severe,1
128286.5,70.4,4082.8,77.66,4,42.9,Normal,0
105234.7,109.8,2784.8,57.78,6,67.4,Normal,0
177435.0,110.8,6437.9,58.61,6,70.5,Normal,0
49672.0,25.8,2470.4,90.92,2,29.9,Normal,0
167348.3,20.6,5033.3,98.01,2,41.3,Normal,0
377186.5,60.0,10584.4,76.45,2,75.2,Normal,1
404456.0,31.6,11612.9,88.18,3,71.1,Normal,0
341778.8,85.4,7296.1,72.51,1,101.3,Extreme,1
353177.4,95.2,9218.2,65.04,6,94.0,Normal,1
379436.1,52.2,8899.6,79.53,5,74.5,Normal,1
243674.6,9.5,6010.4,98.24,2,33.3,Severe,0
149052.5,111.4,5907.1,67.17,3,92.3,Normal,1
376042.0,36.9,11261.9,91.95,6,54.0,Normal,0
292182.3,31.3,9937.2,94.94,5,46.6,Extreme,1
423241.1,112.4,15000.0,57.3,3,120.0,Normal,1
51543.7,90.9,2327.9,68.43,5,41.4,Normal,1
273503.1,88.1,8298.8,58.14,4,84.5,Normal,0
57361.8,34.3,2413.2,89.91,4,28.2,Extreme,0
294715.8,91.8,8855.8,69.46,6,87.0,Normal,0
202389.5,48.1,5568.0,82.22,5,50.0,Normal,0
112425.7,113.7,2865.8,54.66,2,93.1,Severe,0
68289.4,67.5,2923.1,90.11,4,43.6,Severe,0
96947.7,32.1,2314.2,86.0,6,20.2,Extreme,1
277979.8,72.5,10628.2,66.47,2,79.9,Severe,1
280509.0,97.0,8188.4,72.28,2,90.9,Extreme,1
299632.5,22.3,10215.9,90.87,6,43.2,Normal,1
356546.1,61.0,14151.5,77.69,5,76.7,Normal,0
70361.3,60.5,2570.2,79.43,4,36.1,Severe,0
276757.1,39.1,11210.8,84.83,4,52.5,Normal,0
226949.4,89.0,6990.0,75.14,3,76.2,Normal,0
298003.2,41.2,6627.9,89.1,4,62.8,Normal,0
318444.3,45.7,11099.0,88.36,4,55.2,Normal,0
278191.5,13.6,7533.1,86.97,1,39.9,Normal,0
418842.2,19.4,8797.9,95.83,3,66.0,Extreme,0
447631.5,89.1,15000.0,68.03,3,110.2,Normal,1
38139.1,63.1,1301.9,86.58,1,54.0,Extreme,0
57676.2,59.2,1412.6,78.9,3,43.4,Normal,0
24224.3,57.8,780.4,80.91,4,22.8,Normal,0
176264.0,56.9,6170.7,72.79,5,51.0,Normal,0
148616.9,99.9,5620.2,65.93,5,63.1,Normal,1
252586.0,83.9,6205.4,70.95,3,87.9,Normal,1
185651.5,21.0,5131.1,95.45,5,24.2,Extreme,1
45922.3,70.3,1486.3,77.45,5,34.5,Normal,0
299828.8,47.4,8306.3,80.68,4,62.2,Normal,1
333100.7,64.6,13117.5,79.2,2,86.6,Normal,1
389689.4,83.8,9899.8,67.65,5,88.3,Extreme,1
104592.2,26.9,3181.3,92.79,5,9.6,Normal,1
379854.9,89.7,8074.3,72.83,2,98.5,Extreme,1
37764.6,93.7,1150.9,71.44,3,52.2,Extreme,1
338106.4,10.1,7713.0,99.74,1,54.3,Normal,1
129020.1,99.2,3417.7,70.29,2,71.8,Normal,1
227567.5,30.0,6772.5,95.39,3,35.4,Severe,0
105992.6,35.6,2441.7,89.41,3,34.4,Severe,0
263435.0,86.0,7285.0,68.62,1,93.7,Normal,1
388938.6,48.1,8955.6,76.85,2,77.2,Normal,1
328834.7,28.6,12086.8,87.36,1,69.6,Severe,1
235510.1,92.8,6920.3,73.58,1,81.7,Severe,0
117026.3,9.6,4501.3,94.05,6,4.7,Normal,0
119354.2,52.0,2916.8,85.28,6,24.8,Severe,0
443207.7,80.1,10362.8,69.27,3,107.2,Normal,1
348911.0,82.9,9153.7,71.41,3,94.1,Severe,1
423413.7,20.8,15000.0,93.12,5,58.6,Severe,1
102609.1,37.6,3064.4,81.51,3,34.5,Normal,0
158079.1,59.6,4245.3,77.99,2,49.2,Normal,0
148536.7,22.5,4962.0,95.86,4,21.3,Normal,0
318123.3,73.4,12708.1,65.23,1,98.5,Severe,1
166416.9,81.8,6815.3,65.88,6,54.0,Normal,0
441912.9,117.6,13614.5,53.45,6,120.0,Extreme,1
316310.1,116.2,8048.8,53.84,3,106.3,Extreme,1
226825.9,115.8,7434.9,52.3,2,96.3,Extreme,1
98821.6,45.8,3057.1,88.46,4,37.1,Normal,0
268477.2,91.2,8652.6,61.58,3,94.9,Extreme,1
98716.7,21.5,2499.7,98.67,4,23.6,Severe,0
429027.7,16.6,10983.0,99.07,1,75.6,Normal,1
41526.4,57.3,1107.5,80.26,4,26.3,Normal,0
298917.0,67.8,10751.0,71.26,6,61.0,Normal,1
108897.2,21.7,2896.6,93.38,2,18.9,Normal,0
103065.0,103.8,3151.3,68.57,1,89.2,Extreme,1
198342.2,119.6,5054.5,61.61,1,105.4,Severe,1
160286.2,61.5,4089.7,81.96,2,66.6,Normal,0
148230.2,96.4,6260.1,68.97,3,79.9,Extreme,1
247063.6,69.0,7141.6,76.27,1,87.9,Extreme,1
320393.5,57.9,10047.3,78.8,1,74.2,Severe,1
440898.7,95.1,15000.0,61.9,6,101.9,Normal,1
235415.3,97.4,9148.6,60.94,2,85.9,Severe,1
416107.7,53.0,15000.0,83.91,3,72.7,Extreme,1
383575.0,62.3,10821.0,78.65,2,83.4,Normal,0
213066.5,87.6,5188.2,71.36,4,82.3,Extreme,1
402267.5,77.0,13463.4,78.88,6,76.8,Normal,0
175977.6,76.0,6954.7,70.74,5,63.4,Severe,0
421183.6,11.2,13887.1,90.9,4,47.8,Normal,1
148769.2,110.4,3735.1,66.99,3,87.3,Severe,0
333664.7,49.6,8097.3,87.72,2,63.9,Extreme,0
78367.3,68.0,2523.1,77.62,2,53.9,Normal,1
434071.4,108.1,14267.9,67.52,4,112.3,Normal,1
415177.2,47.4,11423.0,86.83,3,80.3,Normal,1
249260.8,15.1,7124.2,99.64,3,37.0,Normal,0
317472.8,13.3,8212.4,86.12,2,41.9,Normal,0
112385.6,59.6,3059.6,84.5,5,48.8,Normal,0
356622.4,63.4,10036.7,67.38,3,89.8,Normal,1
58784.2,82.6,1473.7,68.62,5,43.1,Normal,1
53485.3,115.3,2276.2,49.45,6,58.7,Severe,1
362942.2,64.9,8019.2,85.96,1,95.4,Severe,1
214311.7,14.2,6680.9,90.38,6,20.5,Severe,0
97991.4,63.9,2995.5,75.63,3,56.2,Normal,0
39007.9,42.3,1511.8,86.26,2,35.8,Normal,0
11444.9,90.3,760.8,65.71,5,49.4,Normal,1
308416.1,11.7,11998.5,93.27,1,49.2,Normal,0
44064.7,19.3,1285.8,89.69,4,21.0,Normal,0
63602.1,111.2,2618.2,51.64,4,63.6,Severe,1
445889.2,93.0,9356.3,58.97,6,106.4,Normal,1
280640.5,60.3,5986.6,74.44,5,57.7,Normal,0
168356.0,29.9,6737.2,94.53,4,37.2,Normal,0
276354.9,100.3,5990.7,64.45,1,100.8,Normal,1
149605.0,105.9,4440.2,70.75,1,90.2,Normal,1
129708.8,47.8,3305.8,82.95,2,44.3,Severe,0
177516.9,94.1,3828.4,66.83,5,72.2,Severe,0
90240.8,74.8,2473.9,73.89,2,55.8,Severe,0
122744.3,72.7,4190.9,64.12,4,57.4,Severe,1
256291.7,118.1,9118.2,60.96,5,102.2,Extreme,1
314078.4,104.4,11731.8,61.05,5,87.1,Normal,1
377104.0,40.6,11118.7,85.8,2,74.1,Normal,0
361487.9,35.6,10821.3,82.48,4,70.5,Normal,0
260656.9,36.3,5871.4,85.89,2,48.1,Extreme,0
159387.9,114.9,5036.1,56.97,4,74.2,Extreme,1
189634.9,12.7,7665.4,99.79,6,17.1,Normal,1
41166.0,96.1,1577.6,70.17,5,50.5,Severe,0
154136.9,60.1,6236.9,78.47,2,55.5,Severe,0
144780.8,36.1,4516.0,73.62,6,21.5,Normal,0
73364.1,58.0,1962.2,74.26,1,42.2,Extreme,0
395660.8,74.0,8646.0,72.45,4,92.1,Normal,0
328530.5,42.4,7485.2,87.19,3,65.8,Extreme,0
427631.8,13.8,15000.0,96.33,1,62.4,Normal,1
119670.3,85.7,2802.9,66.94,2,74.8,Severe,1
136768.8,60.5,3055.4,77.62,2,51.9,Normal,0
121300.1,112.1,4065.4,60.66,5,79.0,Normal,1
361989.1,114.6,9426.8,57.73,6,93.8,Severe,1
119209.0,33.7,3381.7,86.08,4,38.7,Normal,0
187078.2,20.8,4344.3,92.35,1,43.6,Severe,0
120982.2,76.9,4151.1,75.2,6,47.5,Normal,0
214824.9,22.1,7221.9,90.59,2,48.5,Severe,0
164429.4,44.2,4206.1,79.44,3,42.3,Extreme,0
67384.7,42.8,2337.4,82.97,6,23.5,Extreme,0
356902.2,116.8,9178.6,52.38,3,110.4,Severe,1
169176.1,48.9,7033.2,87.86,4,36.9,Extreme,0
114272.9,37.9,3076.7,81.84,3,44.9,Normal,0
90303.5,83.8,1935.6,72.43,2,73.0,Normal,0
24912.1,13.7,1451.9,89.67,4,5.9,Severe,0
54069.4,10.7,1410.5,98.15,5,1.2,Severe,1
354257.2,11.3,8422.7,98.15,3,49.6,Normal,0
64044.7,78.7,2068.5,65.39,1,55.0,Normal,1
295647.5,89.6,8222.1,61.59,3,88.4,Normal,1
186543.5,117.7,4661.3,50.05,5,83.6,Severe,1
378950.1,23.6,14361.4,98.74,4,46.9,Normal,0
358430.9,110.1,7553.5,60.06,6,106.0,Severe,1
185105.5,76.7,4942.5,75.0,5,52.3,Severe,0
431408.7,30.8,9697.3,81.6,6,58.9,Normal,1
137319.7,83.1,5453.3,69.22,5,53.1,Normal,0
346717.6,38.7,9571.1,80.52,4,62.9,Normal,0
16683.7,62.3,500.6,83.36,4,33.5,Severe,0
92326.5,80.9,2489.1,76.41,1,63.7,Extreme,1
147041.8,106.8,5748.0,57.44,6,72.7,Extreme,1
145864.5,62.2,4719.3,77.38,2,59.3,Normal,0
43604.9,47.6,1420.1,80.44,4,20.0,Severe,0
25204.0,27.4,925.7,91.38,2,26.2,Normal,0
103089.2,26.9,4305.3,90.5,6,17.9,Extreme,1
400218.7,62.3,14424.0,73.9,6,82.5,Severe,1
198061.8,43.5,5309.6,84.32,1,53.0,Extreme,1
382609.6,17.7,11274.4,95.88,3,53.1,Normal,1
438990.0,53.4,11798.9,83.32,4,72.2,Extreme,1
199189.0,101.6,5269.3,65.67,3,90.4,Normal,1
60147.7,23.8,1771.6,90.63,3,13.8,Normal,0
13437.7,60.5,402.9,77.67,5,37.5,Normal,0
131949.6,102.2,3129.0,61.34,3,68.2,Extreme,0
169148.8,109.1,3865.9,60.25,1,84.9,Normal,1
374894.9,110.5,11430.7,67.7,3,103.9,Normal,1
384041.9,53.4,12198.5,78.73,4,81.0,Severe,0
212794.0,35.6,7436.7,82.64,1,54.5,Normal,0
263182.2,96.1,6128.9,63.76,5,73.8,Normal,0
29865.4,110.5,789.5,58.41,6,58.4,Severe,0
25348.8,83.1,982.4,71.82,2,45.4,Severe,1
124487.6,60.9,3502.6,85.27,6,35.6,Normal,0
318057.2,46.3,10022.3,79.52,3,56.1,Normal,1
369632.4,106.7,7649.8,57.75,1,110.2,Normal,1
134112.5,32.1,5229.8,90.89,5,30.6,Normal,0
292559.5,107.8,6697.0,57.57,2,109.4,Normal,1
202819.5,12.5,6543.4,97.17,5,32.7,Normal,0
292712.3,51.5,10858.5,70.77,3,60.1,Normal,0
250172.7,103.5,6904.3,52.42,5,77.9,Extreme,1
245393.8,46.5,8857.2,87.56,1,68.2,Normal,1
11598.2,85.5,544.9,73.66,2,64.4,Normal,0
211441.2,93.1,4963.6,70.84,2,80.5,Severe,1
311077.1,21.0,11552.2,88.14,5,41.7,Severe,1
245442.4,36.0,7134.3,84.98,5,49.0,Normal,0
22699.9,68.6,1066.3,80.93,3,37.5,Normal,0
435357.7,42.3,10754.9,87.35,1,86.8,Normal,0
155301.7,58.7,3571.2,73.12,2,52.9,Normal,0
434817.8,49.4,13670.6,84.24,2,81.0,Severe,1
158635.3,16.3,5646.1,87.46,2,24.3,Severe,1
30612.0,103.4,1236.2,66.64,3,57.9,Severe,1
160307.7,88.2,4008.4,61.95,2,69.0,Normal,0
227280.5,66.9,8057.4,62.81,6,45.4,Normal,0
425514.9,54.9,10865.1,72.91,6,75.7,Normal,0
226045.2,23.0,6939.1,100.0,4,38.1,Normal,0
332255.0,39.0,10029.7,97.52,3,57.4,Normal,1
128542.9,55.5,2917.0,80.91,2,45.9,Normal,1
448213.3,15.5,11839.0,94.19,1,73.6,Normal,0
365547.0,51.9,8650.9,76.62,2,69.3,Extreme,1
90196.7,101.0,3441.3,70.19,2,70.0,Severe,1
318715.9,38.3,7962.8,87.09,5,52.9,Normal,0
228913.2,82.2,5258.6,68.26,4,78.2,Severe,1
241603.3,16.7,6661.8,88.16,6,34.9,Severe,0
371559.8,75.3,12374.3,74.39,3,93.6,Extreme,1
211840.8,68.0,5709.8,76.36,3,72.9,Extreme,0
262140.1,41.2,6847.9,82.31,2,60.9,Severe,0
429161.6,27.3,10072.9,87.04,5,53.1,Extreme,0
114911.8,74.7,4455.0,69.64,5,43.8,Extreme,0
128413.3,18.1,3518.5,90.84,3,19.0,Normal,0
448829.9,68.6,9892.7,79.57,4,94.8,Normal,0
377544.9,63.5,8795.4,72.13,3,75.3,Severe,0
265333.4,9.4,5979.1,92.99,6,30.3,Severe,0
84306.9,111.9,3164.6,73.63,2,80.2,Normal,0
281355.3,76.0,6408.2,78.19,5,68.0,Severe,0
412971.8,61.4,14974.2,81.49,5,83.1,Normal,0
150307.8,19.9,3444.8,89.47,6,16.9,Severe,1
275944.7,112.3,5917.0,54.22,1,114.0,Normal,0
166378.1,92.4,4455.1,66.0,5,75.8,Normal,1
328734.3,102.6,12303.3,68.16,5,86.0,Extreme,1
431131.8,58.8,15000.0,78.85,6,83.3,Severe,0
206197.9,119.7,6311.6,61.61,6,92.6,Severe,1
386332.9,64.0,14759.2,76.23,2,82.2,Severe,1
66945.3,84.3,1861.3,58.7,1,59.9,Normal,1
269527.6,9.0,8940.1,100.0,5,27.9,Extreme,0
432168.2,11.4,11041.0,98.19,6,53.4,Extreme,1
129987.9,87.9,3312.4,69.76,1,68.6,Extreme,1
255485.6,64.5,5358.8,79.89,4,66.6,Normal,0
417927.1,105.8,9219.7,60.71,1,120.0,Severe,1
25684.6,114.2,1006.8,59.18,6,47.8,Extreme,1
174679.1,59.8,5232.4,80.57,2,57.7,Normal,0
248239.7,48.5,6281.8,75.08,5,47.2,Normal,0
57328.1,32.2,1611.7,95.3,2,37.8,Extreme,0
285532.4,67.6,10427.4,75.11,3,67.0,Severe,1
373387.3,118.5,12772.3,60.17,1,120.0,Extreme,1
339662.9,31.7,10929.9,96.39,5,44.6,Normal,1
171233.2,40.3,4924.8,74.18,5,25.9,Normal,0
94560.4,79.9,3558.8,69.51,4,54.3,Normal,0
19268.6,94.6,881.5,61.96,6,39.4,Severe,0
119870.0,98.1,4130.0,73.24,1,89.0,Normal,1
22952.7,118.3,1126.4,63.39,4,68.0,Normal,1
184317.8,46.5,5398.2,79.7,6,44.7,Normal,0
433004.4,60.9,13232.7,78.23,4,88.9,Severe,1
396060.8,26.1,9064.9,92.19,1,68.4,Normal,0
241164.1,58.3,8719.8,84.18,5,52.9,Severe,1
407233.2,75.1,10968.1,73.02,2,103.2,Extreme,1
378519.6,41.9,8191.0,89.76,6,61.9,Normal,0
286241.5,74.5,9256.6,75.55,6,69.8,Normal,0
49448.2,107.8,1863.0,58.71,4,57.6,Severe,1
289831.9,47.2,10654.9,89.55,4,55.8,Normal,1
32883.2,7.7,1299.6,100.0,4,0.0,Severe,0
348736.1,86.5,11905.0,71.9,3,102.0,Severe,1
27661.7,109.2,1295.5,50.14,3,67.5,Normal,1
430891.1,102.1,12369.3,58.87,5,107.3,Normal,1
399862.7,111.3,8714.3,53.51,5,98.0,Extreme,1
108557.4,34.1,3926.3,83.63,2,35.5,Normal,0
162654.3,49.3,6076.7,88.46,1,64.3,Severe,0
201622.9,7.3,5720.0,94.54,1,40.1,Normal,0
171236.0,63.1,4025.4,76.82,6,38.8,Normal,0
343263.2,14.0,7757.8,93.38,5,49.1,Extreme,1
438796.6,78.7,13395.7,71.07,2,98.2,Normal,1
254970.3,31.5,7137.0,85.02,3,52.3,Extreme,1
400301.6,112.5,11496.7,55.76,4,104.8,Severe,1
156541.0,24.6,6144.2,85.89,3,23.2,Severe,0
375154.4,60.9,8831.2,68.79,6,75.1,Normal,0
428123.0,24.6,9314.0,95.77,4,53.9,Normal,1
326112.9,72.1,11940.3,72.95,3,88.6,Normal,0
441618.5,87.5,10294.8,81.17,6,92.9,Normal,0
190431.8,100.6,6606.3,65.13,4,68.5,Normal,1
