battery_id,cycle_count,temperature,voltage,current,capacity,internal_resistance,soh,rul
B0004,182,40.66,3.2889,2.0004,1.3931,0.2786,69.65,0
B0004,183,40.64,3.3169,2.0193,1.3935,0.2794,69.67,0
B0004,184,40.37,3.3126,2.0375,1.387,0.2793,69.35,0
B0004,185,41.05,3.2605,1.9858,1.3875,0.2876,69.38,0
B0004,186,40.13,3.2875,1.9876,1.3875,0.2781,69.37,0
B0004,187,41.1,3.2258,2.0076,1.3816,0.2851,69.08,0
B0004,188,40.54,3.2653,2.0028,1.3702,0.2853,68.51,0
B0004,189,40.7,3.27,1.9675,1.3767,0.2882,68.84,0
B0004,190,41.58,3.286,1.9819,1.3451,0.2905,67.26,0
B0004,191,41.0,3.2495,1.9774,1.3654,0.2918,68.27,0
B0004,192,41.39,3.261,2.0066,1.3753,0.2908,68.77,0
B0004,193,41.02,3.2693,1.9852,1.3587,0.2906,67.93,0
B0004,194,41.21,3.2791,2.0149,1.3605,0.2943,68.02,0
B0004,195,41.34,3.2893,1.973,1.3492,0.2986,67.46,0
B0004,196,41.42,3.2646,1.9996,1.3506,0.2909,67.53,0
B0004,197,41.27,3.2573,2.038,1.3532,0.3015,67.66,0
B0004,198,41.32,3.2261,2.0153,1.3465,0.2975,67.33,0
B0004,199,41.6,3.2287,2.0662,1.3403,0.2966,67.02,0
B0004,200,40.89,3.2443,1.9895,1.3319,0.2961,66.6,0
B0005,1,31.27,3.7449,2.0423,1.8239,0.0743,91.2,192
B0005,2,31.92,3.7148,2.0294,1.823,0.0739,91.15,191
B0005,3,31.9,3.7188,1.9775,1.8354,0.0758,91.77,190
B0005,4,31.86,3.7431,2.013,1.8276,0.0737,91.38,189
B0005,5,31.48,3.7548,2.0344,1.8035,0.072,90.17,188
B0005,6,31.62,3.7399,1.9744,1.8236,0.0773,91.18,187
B0005,7,30.85,3.7659,1.9791,1.824,0.0729,91.2,186
B0005,8,31.69,3.719,1.9198,1.8184,0.0813,90.92,185
B0005,9,31.82,3.685,1.984,1.8058,0.0812,90.29,184
B0005,10,31.86,3.7632,1.9877,1.8235,0.0842,91.17,183
B0005,11,31.8,3.715,1.997,1.8166,0.0809,90.83,182
B0005,12,32.19,3.6704,2.0339,1.802,0.0839,90.1,181
B0005,13,31.45,3.7412,1.9909,1.8031,0.0808,90.15,180
B0005,14,32.59,3.6699,2.0005,1.7909,0.0828,89.55,179
B0005,15,31.85,3.6705,2.0286,1.7952,0.0888,89.76,178
B0005,16,31.71,3.738,1.9823,1.7973,0.0868,89.87,177
B0005,17,32.05,3.7284,1.9953,1.7884,0.0902,89.42,176
B0005,18,32.09,3.655,1.9891,1.8035,0.0897,90.18,175
B0005,19,31.92,3.6946,1.965,1.7942,0.0942,89.71,174
B0005,20,31.92,3.7096,1.9862,1.7996,0.0932,89.98,173
B0005,21,32.07,3.6629,1.9921,1.7827,0.0885,89.13,172
B0005,22,32.11,3.6975,2.0213,1.7833,0.0905,89.16,171
B0005,23,32.82,3.7259,2.0049,1.7815,0.0918,89.07,170
B0005,24,32.34,3.6706,1.9535,1.803,0.0962,90.15,169
B0005,25,32.39,3.6945,1.9507,1.7689,0.0914,88.44,168
B0005,26,32.87,3.6757,2.0281,1.7846,0.1007,89.23,167
B0005,27,32.05,3.6826,2.0217,1.7823,0.0948,89.12,166
B0005,28,32.76,3.6799,2.0001,1.7782,0.1005,88.91,165
B0005,29,33.03,3.6868,2.0235,1.7861,0.1011,89.31,164
B0005,30,32.49,3.6286,1.9763,1.7934,0.1022,89.67,163
B0005,31,32.43,3.6792,1.9718,1.7801,0.1025,89.0,162
B0005,32,32.58,3.6778,1.9438,1.7744,0.1034,88.72,161
B0005,33,32.76,3.6998,2.0287,1.7781,0.1072,88.9,160
B0005,34,32.62,3.6691,1.9713,1.7703,0.1071,88.52,159
B0005,35,33.15,3.6487,1.9908,1.7712,0.1111,88.56,158
B0005,36,32.53,3.6904,2.0149,1.7642,0.1035,88.21,157
B0005,37,32.81,3.6745,1.9617,1.7534,0.1088,87.67,156
B0005,38,33.43,3.6928,2.0204,1.7477,0.1091,87.38,155
B0005,39,32.86,3.6452,1.9524,1.7577,0.1097,87.88,154
B0005,40,32.88,3.623,2.0046,1.7719,0.1097,88.59,153
B0005,41,32.78,3.6541,2.0427,1.7648,0.1079,88.24,152
B0005,42,33.13,3.6082,1.992,1.7581,0.1109,87.9,151
B0005,43,33.56,3.6354,2.0058,1.7603,0.1117,88.02,150
B0005,44,33.68,3.6256,1.9765,1.7548,0.1159,87.74,149
B0005,45,32.83,3.6733,2.0084,1.7594,0.1144,87.97,148
B0005,46,33.04,3.6382,2.0603,1.7383,0.1143,86.92,147
B0005,47,33.59,3.6323,2.0633,1.7445,0.1146,87.22,146
B0005,48,33.29,3.625,2.0131,1.7446,0.1196,87.23,145
B0005,49,32.98,3.6138,1.9824,1.7502,0.1147,87.51,144
B0005,50,33.55,3.6293,2.0113,1.7412,0.1194,87.06,143
B0005,51,33.55,3.6329,1.998,1.7502,0.124,87.51,142
B0005,52,33.24,3.5925,1.925,1.7423,0.1194,87.11,141
B0005,53,33.4,3.5991,2.0131,1.7407,0.1219,87.04,140
B0005,54,33.54,3.62,2.0203,1.731,0.1256,86.55,139
B0005,55,33.84,3.5753,1.9988,1.7357,0.1272,86.79,138
B0005,56,33.71,3.6039,2.0277,1.7308,0.1236,86.54,137
B0005,57,33.46,3.6258,2.0042,1.7278,0.1259,86.39,136
B0005,58,33.87,3.5786,2.005,1.729,0.1306,86.45,135
B0005,59,34.46,3.5984,2.0738,1.7288,0.1337,86.44,134
B0005,60,33.94,3.601,2.0172,1.7278,0.13,86.39,133
B0005,61,33.72,3.6129,1.986,1.7214,0.129,86.07,132
B0005,62,33.62,3.6106,2.0153,1.7194,0.1281,85.97,131
B0005,63,33.61,3.6147,1.9695,1.7161,0.1296,85.8,130
B0005,64,33.56,3.6114,2.0521,1.7035,0.1296,85.18,129
B0005,65,33.84,3.6138,1.9865,1.717,0.1367,85.85,128
B0005,66,34.28,3.6206,1.9719,1.7067,0.1365,85.33,127
B0005,67,34.44,3.5682,2.0133,1.7099,0.1369,85.49,126
B0005,68,33.48,3.6098,2.0472,1.736,0.1322,86.8,125
B0005,69,34.02,3.5886,1.9813,1.7156,0.1447,85.78,124
B0005,70,34.24,3.5815,2.0116,1.6978,0.1412,84.89,123
B0005,71,34.43,3.5962,2.0047,1.7124,0.1414,85.62,122
B0005,72,34.03,3.5653,2.033,1.702,0.1412,85.1,121
B0005,73,34.1,3.6134,1.9971,1.7039,0.1385,85.2,120
B0005,74,34.61,3.5713,1.9961,1.6934,0.1445,84.67,119
B0005,75,34.0,3.5645,2.0326,1.6827,0.138,84.13,118
B0005,76,34.94,3.5704,2.0103,1.6976,0.149,84.88,117
B0005,77,34.8,3.5933,1.9931,1.691,0.1459,84.55,116
B0005,78,34.34,3.5665,1.9604,1.679,0.1473,83.95,115
B0005,79,34.4,3.5835,1.9985,1.6739,0.1479,83.7,114
B0005,80,34.31,3.5862,1.9673,1.6817,0.1419,84.09,113
B0005,81,34.77,3.5801,2.0445,1.6801,0.1479,84.0,112
B0005,82,34.56,3.5651,1.9644,1.6861,0.149,84.3,111
B0005,83,35.8,3.5518,1.986,1.6801,0.158,84.0,110
B0005,84,34.96,3.5373,1.9854,1.6739,0.1551,83.7,109
B0005,85,35.07,3.5561,2.0174,1.6649,0.1507,83.24,108
B0005,86,34.3,3.5325,1.9922,1.6723,0.1507,83.61,107
B0005,87,34.97,3.5476,2.0341,1.6492,0.1553,82.46,106
B0005,88,35.31,3.5376,1.983,1.6661,0.1603,83.3,105
B0005,89,35.4,3.5653,2.0074,1.671,0.1566,83.55,104
B0005,90,35.06,3.5145,1.9747,1.671,0.1544,83.55,103
B0005,91,35.21,3.5127,2.0256,1.6394,0.1623,81.97,102
B0005,92,34.85,3.516,2.0605,1.6527,0.1584,82.64,101
B0005,93,34.7,3.5326,2.0051,1.6509,0.1606,82.55,100
B0005,94,35.14,3.5054,1.945,1.6551,0.1666,82.76,99
B0005,95,35.47,3.5184,2.0046,1.6636,0.1646,83.18,98
B0005,96,35.38,3.5162,1.9829,1.6479,0.1603,82.4,97
B0005,97,35.03,3.5265,1.9785,1.6312,0.163,81.56,96
B0005,98,35.43,3.4883,1.994,1.6531,0.1661,82.65,95
B0005,99,35.31,3.5322,1.9905,1.6381,0.1673,81.91,94
B0005,100,35.54,3.511,2.0146,1.648,0.1668,82.4,93
B0005,101,36.04,3.5326,2.0334,1.6397,0.1686,81.98,92
B0005,102,35.61,3.5142,2.0016,1.6411,0.1696,82.06,91
B0005,103,35.31,3.4876,1.9852,1.6304,0.1689,81.52,90
B0005,104,35.55,3.4956,2.0014,1.631,0.1738,81.55,89
B0005,105,35.3,3.5282,2.0202,1.6324,0.1703,81.62,88
B0005,106,35.53,3.4978,2.0139,1.6311,0.1729,81.56,87
B0005,107,35.86,3.5407,2.0154,1.6255,0.1757,81.28,86
B0005,108,35.73,3.4957,2.0404,1.6233,0.1787,81.17,85
B0005,109,36.52,3.4859,2.0249,1.6233,0.1763,81.16,84
B0005,110,35.98,3.4902,1.9727,1.6256,0.1775,81.28,83
B0005,111,36.1,3.4672,2.0051,1.6063,0.1761,80.32,82
B0005,112,36.5,3.445,2.0184,1.6253,0.1824,81.26,81
B0005,113,35.34,3.5205,1.9663,1.6069,0.1752,80.34,80
B0005,114,36.47,3.4571,2.006,1.6162,0.1823,80.81,79
B0005,115,35.61,3.5228,1.9995,1.6237,0.1784,81.18,78
B0005,116,35.7,3.4558,1.9801,1.6065,0.1841,80.32,77
B0005,117,36.17,3.4942,1.9865,1.615,0.183,80.75,76
B0005,118,36.71,3.4502,1.9761,1.6092,0.1826,80.46,75
B0005,119,35.77,3.4392,1.9776,1.5968,0.1809,79.84,74
B0005,120,36.4,3.4484,1.9516,1.5947,0.188,79.74,73
B0005,121,35.93,3.4365,1.9672,1.5927,0.1915,79.63,72
B0005,122,36.35,3.4752,1.949,1.5923,0.189,79.61,71
B0005,123,36.25,3.4824,2.0149,1.5909,0.1879,79.54,70
B0005,124,36.98,3.4792,1.9843,1.5861,0.1927,79.3,69
B0005,125,36.85,3.477,2.022,1.5864,0.1914,79.32,68
B0005,126,36.6,3.4673,1.9389,1.5767,0.1895,78.83,67
B0005,127,36.57,3.4827,2.0201,1.5835,0.1921,79.17,66
B0005,128,36.83,3.4297,2.0111,1.57,0.1965,78.5,65
B0005,129,37.12,3.4299,2.043,1.5722,0.1952,78.61,64
B0005,130,36.67,3.4639,2.084,1.5757,0.1947,78.78,63
B0005,131,36.75,3.4854,1.9995,1.5548,0.1906,77.74,62
B0005,132,36.62,3.4805,2.0179,1.5636,0.1915,78.18,61
B0005,133,37.69,3.4744,2.0105,1.5753,0.1959,78.76,60
B0005,134,36.85,3.446,2.0174,1.5644,0.1976,78.22,59
B0005,135,37.1,3.4472,2.0013,1.5703,0.1995,78.52,58
B0005,136,36.7,3.4407,1.9743,1.557,0.1942,77.85,57
B0005,137,37.74,3.4,1.9907,1.5683,0.2054,78.42,56
B0005,138,36.81,3.4266,2.0201,1.5567,0.1968,77.84,55
B0005,139,37.79,3.4052,2.0488,1.5422,0.2043,77.11,54
B0005,140,37.74,3.3947,1.9931,1.55,0.2058,77.5,53
B0005,141,37.01,3.4144,1.9887,1.5445,0.2024,77.22,52
B0005,142,37.51,3.4323,2.0405,1.5214,0.2064,76.07,51
B0005,143,37.61,3.4025,1.9824,1.5431,0.2127,77.16,50
B0005,144,36.84,3.4226,1.9877,1.5413,0.21,77.06,49
B0005,145,37.25,3.4502,1.9737,1.5384,0.2093,76.92,48
B0005,146,37.19,3.4579,2.009,1.5249,0.2077,76.25,47
B0005,147,37.3,3.4114,1.9847,1.541,0.2158,77.05,46
B0005,148,37.42,3.4037,1.962,1.5224,0.2159,76.12,45
B0005,149,37.86,3.4165,1.9658,1.522,0.2154,76.1,44
B0005,150,37.31,3.4135,2.0371,1.506,0.2129,75.3,43
B0005,151,37.47,3.4321,2.0105,1.5154,0.218,75.77,42
B0005,152,37.86,3.4253,2.0139,1.5166,0.2145,75.83,41
B0005,153,37.08,3.3894,1.9994,1.5138,0.2159,75.69,40
B0005,154,38.13,3.3871,2.0699,1.5045,0.2196,75.23,39
B0005,155,38.27,3.3755,1.99,1.5134,0.2205,75.67,38
B0005,156,37.24,3.4075,1.9524,1.4984,0.2134,74.92,37
B0005,157,38.43,3.4096,1.9905,1.4976,0.223,74.88,36
B0005,158,37.46,3.3705,1.9559,1.5002,0.2173,75.01,35
B0005,159,37.31,3.3977,1.9903,1.4962,0.218,74.81,34
B0005,160,38.32,3.3629,1.9484,1.4922,0.2232,74.61,33
B0005,161,38.34,3.3564,1.9724,1.4953,0.2277,74.76,32
B0005,162,38.47,3.3866,2.0085,1.4777,0.23,73.88,31
B0005,163,38.8,3.3698,1.9923,1.4946,0.2288,74.73,30
B0005,164,38.08,3.3754,2.0155,1.4836,0.2266,74.18,29
B0005,165,38.22,3.369,2.0282,1.4656,0.2242,73.28,28
B0005,166,38.36,3.3587,2.0305,1.4703,0.2281,73.52,27
B0005,167,38.89,3.4105,1.9805,1.4647,0.2318,73.23,26
B0005,168,38.99,3.3908,2.0081,1.4705,0.2319,73.52,25
B0005,169,38.64,3.3975,1.9669,1.474,0.2318,73.7,24
B0005,170,38.7,3.384,1.9652,1.4645,0.2273,73.22,23
B0005,171,38.54,3.3932,1.9765,1.4653,0.2316,73.26,22
B0005,172,38.03,3.3913,2.0213,1.4622,0.2397,73.11,21
B0005,173,38.42,3.3559,1.9835,1.4437,0.2338,72.18,20
B0005,174,38.19,3.3689,1.9743,1.459,0.2351,72.95,19
B0005,175,38.78,3.3721,1.9679,1.4538,0.2402,72.69,18
B0005,176,38.62,3.3438,2.0079,1.4515,0.2356,72.57,17
B0005,177,39.12,3.324,1.9562,1.4514,0.2434,72.57,16
B0005,178,39.05,3.3446,2.0019,1.4507,0.2446,72.54,15
B0005,179,38.98,3.3694,2.0381,1.446,0.2401,72.3,14
B0005,180,38.74,3.3466,1.9733,1.4272,0.2433,71.36,13
B0005,181,39.79,3.3245,2.0212,1.4394,0.2492,71.97,12
B0005,182,39.2,3.3421,2.0285,1.4221,0.2498,71.11,11
B0005,183,39.07,3.3522,2.0021,1.4298,0.2486,71.49,10
B0005,184,39.41,3.3159,1.999,1.4405,0.2525,72.02,9
B0005,185,39.59,3.3075,2.009,1.4367,0.2469,71.83,8
B0005,186,39.73,3.294,1.9713,1.4247,0.2515,71.24,7
B0005,187,38.69,3.2956,1.9799,1.4235,0.2468,71.17,6
B0005,188,39.33,3.3443,1.9898,1.428,0.2531,71.4,5
B0005,189,39.35,3.3303,2.0322,1.418,0.2562,70.9,4
B0005,190,38.99,3.351,2.0261,1.4067,0.2484,70.33,3
B0005,191,39.49,3.3263,2.0078,1.3964,0.2513,69.82,2
B0005,192,39.13,3.2839,2.0112,1.408,0.2525,70.4,1
B0005,193,39.52,3.292,1.9745,1.4101,0.2564,70.51,0
B0005,194,39.96,3.3048,2.0717,1.3897,0.2553,69.48,0
B0005,195,39.73,3.2944,1.9757,1.3797,0.2568,68.99,0
B0005,196,40.09,3.3034,1.9791,1.3965,0.2575,69.83,0
B0005,197,39.39,3.3187,2.0113,1.3734,0.2636,68.67,0
B0005,198,38.63,3.2818,1.9685,1.3924,0.258,69.62,0
B0005,199,39.79,3.2484,2.0529,1.3823,0.2601,69.11,0
B0005,200,39.47,3.3198,1.9904,1.3702,0.2568,68.51,0
B0006,1,30.89,3.7157,1.9999,1.919,0.0708,95.95,183
B0006,2,31.39,3.7523,2.006,1.8994,0.0739,94.97,182
B0006,3,31.36,3.7723,1.977,1.9143,0.0735,95.71,181
B0006,4,31.14,3.7476,1.9909,1.9071,0.0706,95.35,180
B0006,5,31.35,3.7331,1.9533,1.9053,0.0741,95.27,179
B0006,6,31.54,3.7102,1.9523,1.8925,0.0754,94.62,178
B0006,7,31.46,3.7495,2.0128,1.9253,0.0764,96.26,177
B0006,8,31.46,3.745,2.0587,1.9091,0.078,95.45,176
B0006,9,31.55,3.7002,1.9953,1.9065,0.0754,95.33,175
B0006,10,31.22,3.736,1.9806,1.8945,0.0779,94.72,174
B0006,11,32.02,3.7205,2.0279,1.8909,0.0843,94.55,173
B0006,12,31.77,3.6964,1.9813,1.8724,0.0816,93.62,172
B0006,13,31.79,3.6842,1.977,1.8831,0.0856,94.16,171
B0006,14,31.27,3.7369,1.9834,1.8813,0.0856,94.07,170
B0006,15,32.27,3.7478,1.9872,1.8775,0.0889,93.88,169
B0006,16,32.28,3.6983,1.9875,1.8822,0.0886,94.11,168
B0006,17,31.91,3.6979,2.0413,1.8764,0.0882,93.82,167
B0006,18,32.49,3.6987,2.0453,1.8804,0.0898,94.02,166
B0006,19,31.98,3.6651,2.0225,1.8658,0.0918,93.29,165
B0006,20,32.05,3.6795,1.9631,1.8649,0.0917,93.25,164
B0006,21,32.46,3.6834,1.9909,1.8556,0.0919,92.78,163
B0006,22,32.33,3.6919,1.9882,1.8583,0.0971,92.92,162
B0006,23,32.04,3.6584,2.0502,1.8792,0.0971,93.96,161
B0006,24,31.92,3.7034,2.0063,1.875,0.0969,93.75,160
B0006,25,32.97,3.6814,2.0311,1.8671,0.0969,93.36,159
B0006,26,31.89,3.6868,1.938,1.8556,0.0944,92.78,158
B0006,27,33.08,3.6914,2.038,1.866,0.1013,93.3,157
B0006,28,32.79,3.6731,1.9943,1.8563,0.1036,92.82,156
B0006,29,32.57,3.6908,2.046,1.8482,0.1009,92.41,155
B0006,30,32.58,3.6872,2.0109,1.8597,0.1072,92.98,154
B0006,31,32.37,3.6778,1.9487,1.8628,0.1032,93.14,153
B0006,32,32.9,3.6839,2.0059,1.8376,0.1028,91.88,152
B0006,33,32.26,3.643,1.9846,1.8432,0.1015,92.16,151
B0006,34,32.95,3.6448,2.0134,1.8453,0.1016,92.26,150
B0006,35,32.79,3.6667,1.9831,1.8495,0.1064,92.48,149
B0006,36,33.29,3.6632,2.0649,1.8446,0.1093,92.23,148
B0006,37,32.77,3.6681,1.9281,1.8347,0.1133,91.73,147
B0006,38,32.45,3.6562,1.9527,1.845,0.1103,92.25,146
B0006,39,33.08,3.6423,1.9928,1.8222,0.1146,91.11,145
B0006,40,32.93,3.6566,2.0275,1.8231,0.1146,91.16,144
B0006,41,32.8,3.6486,1.9565,1.8353,0.1133,91.76,143
B0006,42,33.15,3.6203,2.0235,1.8022,0.1137,90.11,142
B0006,43,33.38,3.6215,2.0295,1.8306,0.1164,91.53,141
B0006,44,33.52,3.6392,2.015,1.8263,0.1181,91.31,140
B0006,45,33.62,3.6514,2.0646,1.8207,0.117,91.04,139
B0006,46,33.43,3.5935,1.9938,1.8217,0.1227,91.09,138
B0006,47,33.26,3.6002,1.9917,1.8123,0.1209,90.61,137
B0006,48,33.83,3.6263,2.0619,1.8148,0.1267,90.74,136
B0006,49,33.84,3.6254,1.9836,1.8022,0.1315,90.11,135
B0006,50,33.81,3.6593,1.994,1.8024,0.1235,90.12,134
B0006,51,34.24,3.644,2.01,1.7956,0.1293,89.78,133
B0006,52,33.83,3.612,2.0034,1.8006,0.1305,90.03,132
B0006,53,34.13,3.6204,2.0261,1.7949,0.1319,89.75,131
B0006,54,33.71,3.603,1.9952,1.8066,0.1322,90.33,130
B0006,55,33.7,3.6287,2.0331,1.7851,0.1366,89.25,129
B0006,56,34.21,3.62,1.9813,1.7877,0.1328,89.38,128
B0006,57,34.05,3.6503,1.9746,1.7814,0.1391,89.07,127
B0006,58,34.1,3.6052,2.0113,1.7873,0.1366,89.36,126
B0006,59,33.8,3.616,1.9672,1.7786,0.1369,88.93,125
B0006,60,33.93,3.6092,2.004,1.7709,0.1362,88.54,124
B0006,61,34.25,3.5813,1.9959,1.7784,0.1404,88.92,123
B0006,62,34.53,3.5924,2.0294,1.7561,0.1422,87.8,122
B0006,63,34.26,3.6057,1.9886,1.7815,0.1382,89.08,121
B0006,64,34.43,3.6012,1.9856,1.7732,0.1415,88.66,120
B0006,65,34.09,3.6017,1.9656,1.7648,0.1433,88.24,119
B0006,66,35.12,3.5704,2.0238,1.7679,0.1471,88.4,118
B0006,67,34.79,3.6006,2.0201,1.7791,0.1457,88.95,117
B0006,68,34.15,3.5872,1.9861,1.7568,0.1429,87.84,116
B0006,69,35.43,3.5855,1.9847,1.7542,0.1529,87.71,115
B0006,70,34.92,3.5828,2.0015,1.7528,0.1484,87.64,114
B0006,71,34.15,3.596,1.965,1.7391,0.146,86.96,113
B0006,72,34.82,3.5636,2.0309,1.7446,0.1522,87.23,112
B0006,73,34.54,3.552,1.9843,1.7214,0.1526,86.07,111
B0006,74,34.88,3.5901,2.0474,1.734,0.1564,86.7,110
B0006,75,35.2,3.5741,2.0335,1.7371,0.1538,86.86,109
B0006,76,34.69,3.5657,1.9886,1.7545,0.1562,87.72,108
B0006,77,34.88,3.5863,1.9532,1.7318,0.1558,86.59,107
B0006,78,35.41,3.5576,1.9747,1.7235,0.1598,86.18,106
B0006,79,34.95,3.5368,2.007,1.731,0.159,86.55,105
B0006,80,35.29,3.533,2.0161,1.7324,0.1608,86.62,104
B0006,81,35.07,3.5469,2.0141,1.743,0.1598,87.15,103
B0006,82,35.38,3.5666,1.9869,1.7295,0.1624,86.48,102
B0006,83,35.07,3.5693,1.9868,1.7317,0.1621,86.59,101
B0006,84,34.95,3.5758,1.9932,1.7134,0.1615,85.67,100
B0006,85,35.96,3.542,1.9554,1.7105,0.168,85.53,99
B0006,86,35.21,3.5334,1.9945,1.7159,0.1652,85.79,98
B0006,87,35.71,3.5054,2.0107,1.7023,0.1741,85.11,97
B0006,88,35.77,3.5307,1.9736,1.6985,0.1708,84.93,96
B0006,89,34.93,3.5046,1.9907,1.7037,0.1704,85.18,95
B0006,90,36.06,3.5117,2.0015,1.6968,0.1754,84.84,94
B0006,91,35.59,3.5124,1.9772,1.7024,0.1737,85.12,93
B0006,92,35.7,3.5554,2.0157,1.6898,0.1711,84.49,92
B0006,93,36.03,3.5053,2.0495,1.7022,0.1744,85.11,91
B0006,94,35.83,3.5217,2.0071,1.6926,0.1772,84.63,90
B0006,95,36.34,3.5129,2.018,1.6802,0.1824,84.01,89
B0006,96,36.35,3.4724,2.0009,1.6913,0.1818,84.57,88
B0006,97,36.23,3.4804,2.0127,1.6762,0.1822,83.81,87
B0006,98,36.18,3.4651,2.0154,1.6751,0.1851,83.76,86
B0006,99,36.61,3.498,2.0559,1.6711,0.1835,83.56,85
B0006,100,36.93,3.4873,2.0679,1.6749,0.1847,83.75,84
B0006,101,36.75,3.4838,1.9595,1.6633,0.1856,83.17,83
B0006,102,36.37,3.497,1.9359,1.6508,0.189,82.54,82
B0006,103,36.43,3.4754,2.0018,1.6576,0.186,82.88,81
B0006,104,36.59,3.5079,2.0292,1.6657,0.1902,83.28,80
B0006,105,36.3,3.4988,2.0344,1.6631,0.1881,83.15,79
B0006,106,36.55,3.4894,2.0351,1.6598,0.19,82.99,78
B0006,107,37.77,3.4333,2.0634,1.6498,0.1983,82.49,77
B0006,108,36.98,3.4699,1.9775,1.6378,0.1986,81.89,76
B0006,109,37.38,3.4979,2.01,1.636,0.195,81.8,75
B0006,110,36.64,3.4974,1.9853,1.6446,0.1929,82.23,74
B0006,111,36.83,3.4417,2.0359,1.6424,0.1993,82.12,73
B0006,112,36.59,3.5134,1.9708,1.6488,0.1952,82.44,72
B0006,113,37.27,3.4606,2.0409,1.6412,0.2022,82.06,71
B0006,114,36.45,3.4702,2.0025,1.6381,0.1999,81.9,70
B0006,115,36.55,3.4927,1.9716,1.6275,0.199,81.38,69
B0006,116,37.0,3.4523,1.9714,1.6307,0.2006,81.53,68
B0006,117,36.5,3.4619,1.9713,1.6223,0.2021,81.11,67
B0006,118,37.4,3.4433,1.9865,1.6029,0.2041,80.15,66
B0006,119,37.63,3.448,2.0149,1.6114,0.209,80.57,65
B0006,120,37.07,3.3863,1.9412,1.6094,0.2035,80.47,64
B0006,121,37.29,3.4546,1.9879,1.6173,0.2031,80.87,63
B0006,122,37.32,3.4477,2.0105,1.6115,0.2079,80.57,62
B0006,123,37.34,3.4242,1.9739,1.5835,0.2103,79.18,61
B0006,124,37.55,3.4506,2.0005,1.6034,0.2071,80.17,60
B0006,125,37.45,3.4369,1.9695,1.5921,0.2119,79.6,59
B0006,126,37.47,3.4194,1.9927,1.5878,0.2113,79.39,58
B0006,127,37.36,3.4268,1.9734,1.6031,0.2164,80.15,57
B0006,128,38.42,3.4392,2.0216,1.5943,0.2174,79.71,56
B0006,129,38.1,3.4041,1.9661,1.5948,0.2198,79.74,55
B0006,130,38.77,3.4017,2.0157,1.5808,0.2253,79.04,54
B0006,131,37.87,3.4074,2.0107,1.5747,0.22,78.74,53
B0006,132,37.69,3.4393,2.0001,1.5764,0.2176,78.82,52
B0006,133,38.38,3.419,2.0026,1.5667,0.2244,78.33,51
B0006,134,37.84,3.3959,2.0019,1.571,0.2198,78.55,50
B0006,135,38.58,3.4258,2.0278,1.5602,0.228,78.01,49
B0006,136,37.79,3.4277,1.9621,1.5663,0.2268,78.32,48
B0006,137,37.41,3.4007,2.0501,1.5498,0.2215,77.49,47
B0006,138,38.29,3.3935,1.9994,1.5473,0.229,77.36,46
B0006,139,37.6,3.3876,1.9747,1.5549,0.2275,77.74,45
B0006,140,38.67,3.3883,2.0735,1.5364,0.238,76.82,44
B0006,141,38.52,3.3935,2.0285,1.546,0.2376,77.3,43
B0006,142,38.18,3.4032,2.0021,1.5552,0.2312,77.76,42
B0006,143,38.34,3.3872,1.9788,1.5444,0.238,77.22,41
B0006,144,38.78,3.3872,1.9739,1.5489,0.2399,77.44,40
B0006,145,38.26,3.4059,1.948,1.5163,0.2381,75.82,39
B0006,146,38.35,3.3735,2.0188,1.5256,0.237,76.28,38
B0006,147,38.72,3.3572,1.9794,1.5322,0.2355,76.61,37
B0006,148,38.99,3.3683,1.9821,1.5158,0.2449,75.79,36
B0006,149,38.64,3.3891,2.0053,1.5136,0.2417,75.68,35
B0006,150,38.69,3.3528,2.0216,1.5077,0.2364,75.39,34
B0006,151,39.05,3.4146,2.0291,1.5048,0.2432,75.24,33
B0006,152,39.54,3.4217,2.0655,1.4999,0.243,74.99,32
B0006,153,39.11,3.3779,1.9661,1.509,0.2435,75.45,31
B0006,154,39.11,3.338,1.9744,1.4974,0.2485,74.87,30
B0006,155,37.87,3.3163,1.9362,1.5061,0.246,75.31,29
B0006,156,39.88,3.3751,2.0217,1.5036,0.2536,75.18,28
B0006,157,39.65,3.3797,2.0195,1.5038,0.2505,75.19,27
B0006,158,38.7,3.3665,1.9371,1.4757,0.2508,73.78,26
B0006,159,39.35,3.3291,1.9857,1.4846,0.2515,74.23,25
B0006,160,39.49,3.3166,2.037,1.4865,0.2568,74.33,24
B0006,161,39.24,3.3489,2.0239,1.462,0.2563,73.1,23
B0006,162,39.44,3.3627,1.9523,1.4688,0.2535,73.44,22
B0006,163,39.69,3.353,1.9715,1.4691,0.2568,73.46,21
B0006,164,39.03,3.3566,1.9841,1.4802,0.2584,74.01,20
B0006,165,39.64,3.3348,2.0388,1.4717,0.2556,73.59,19
B0006,166,40.59,3.3415,2.0034,1.4707,0.2651,73.54,18
B0006,167,39.85,3.3212,2.0527,1.4442,0.2619,72.21,17
B0006,168,39.81,3.3276,1.9986,1.4568,0.2667,72.84,16
B0006,169,39.06,3.3418,1.9447,1.4417,0.2583,72.09,15
B0006,170,40.46,3.3387,1.9764,1.4471,0.2636,72.36,14
B0006,171,39.96,3.3453,1.9921,1.4437,0.266,72.18,13
B0006,172,39.81,3.3113,2.0001,1.4424,0.2643,72.12,12
B0006,173,39.67,3.3253,1.9345,1.4341,0.262,71.71,11
